procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  2 698728 3754648   7324 381732    0    0     0   208 6661  779 31  7 28 34  0  0
 3  2 714600 4099776   7324 381740    0 15872     0 15872 4629 2714 31 10 36 23  0  0
 3  2 714600 3790672   7324 381748    0    0     0     0 3395  367 31  7 37 25  0  0
 3  2 714600 3735680   7324 381752    0    0     0     0 3410  334 30  8 37 25  0  0
 3  2 714600 3421136   7324 381760    0    0     0     0 3361  343 27 11 37 25  0  0
 4  2 714600 3499952   7324 381764    0    0     0     4 3370  335 31  7 37 25  0  0
 3  2 714600 3087768   7324 381768    0    0     0     0 3481  488 34  5 37 25  0  0
 3  2 714600 3270168   7324 381776    0    0     0     0 3368  352 27 11 37 25  0  0
 3  2 714600 3435504   7324 381780    0    0     0     0 3364  329 33  5 37 25  0  0
 3  2 714600 3045904   7324 381792    0    0     0     0 3363  297 34  4 37 25  0  0
 3  2 714600 3751248   7324 381796    0    0     0    16 3399  365 30  8 37 25  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  1 793960 3693760   7332 381800    0 79360     0 79400 4086  558 31  9 47 13  0  0
 3  1 811880 3053892   7332 381812    0 17920     0 17920 3724  444 31  7 50 12  0  0
 3  1 827240 4301912   7332 381816    0 15360     0 15360 3559  395 28 11 50 12  0  0
 3  1 827240 3691792   7332 381824    0    0     0     0 3488  386 31  7 50 12  0  0
 3  1 827240 3320884   7332 381828    0    0     0     0 3454  421 30  8 50 12  0  0
 3  3 842600 4290520   7336 381832    0 15360     0 15372 4799 3137 30 11 43 16  0  0
 4  0 218444 4403500   7340 381840    0 15844     0 15848 13405 1277 34  7 40 18  0  0
 4  0 218444 3504576   7340 381844    0    0     0     0 4381  361 43  8 49  0  0  0
 4  0 228356 3251236   7348 381852    0 9884     0  9900 4412  414 42  8 49  0  0  0
 3  1 651600 3900708   7348 381856    0 423272     0 423272 5856  591 30 16 49  4  0  0
 3  1 669520 3244564   7348 381860    0 17920     0 17920 3623  407 33  6 50 12  0  0
 3  1 669520 3821720   7348 381868    0    0     0     0 3406  357 30  8 49 12  0  0
 3  1 669520 3846852   7348 381872    0    0     0     0 3500  403 31  7 50 12  0  0
 3  3 669520 3151540   7352 381880    0    0     0    12 3471  364 32  6 44 18  0  0
 2  3 685024 3803736   7356 381884    0 15504     0 15680 12167 1373 29  6 19 47  0  0
 2  3 685024 3402016   7356 381904    0    0     0     0 3874 3216 23  5 36 35  0  0
 4  3 685320 2963184   7364 381912    0  296     0   328 2558  374 22  4 37 37  0  0
 2  3 685320 3760384   7364 381916    0    0     0     0 2392  351 20  5 37 37  0  0
 2  2 685500 3330496   7364 381928    0  180     0   180 2464  306 22  4 44 31  0  0
 2  2 685676 2914992   7364 381932    0  176     0   176 2461  342 22  4 50 25  0  0
 2  2 686228 3219560   7364 381936    0  552     0   552 2513  383 18  8 50 25  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  3 686576 2876240   7372 381940    0  348     0   364 4105  489 24  2 33 42  0  0
 2  2 687460 3739028   7372 381952    0  884     0   884 2622  391 20  5 48 26  0  0
 2  2 797032 3310328   7372 381960    0 109572     0 109572 13869 2728 22  8 49 21  0  0
 2  2 820412 2929496   7372 381964    0 23380     0 23428 4757  878 22  5 50 24  0  0
 2  2 885192 3701444   7380 381968    0 64780     0 64796 9429 1722 20  8 49 22  0  0
 4  0 531848 3893556   7380 381976    0 286600     0 286600 18821 3339 23 16 49 12  0  0
 3  1 607056 3306564   7380 381980    0 75264     0 75264 3835  400 32  8 50 11  0  0
 3  1 607056 3849420   7380 381988    0    0     0     0 3664  454 30  9 50 12  0  0
 3  1 622416 3838340   7380 381992    0 15360     0 15360 5226 3697 32  9 48 11  0  0
 4  3 622416 3823176   7384 382000    0    0     0    12 3398  358 31  8 49 13  0  0
 3  1 804168 3193232   7388 382004    0 181712     0 181716 8241 1322 27 10 46 16  0  0
 2  2 881956 3401880   7388 382008    0 77816     0 77816 10230 2003 21  8 49 22  0  0
 3  1 518480 4185672   7388 382016    0 276536     0 276536 9783 1680 24 16 50  9  0  0
 3  1 710992 3528680   7388 382020    0 192512     0 192512 4771  673 32 11 50  8  0  0
 3  3 742736 3553080   7392 382028    0 31744     0 31756 3854  503 30  9 47 14  0  0
 3  2 773456 3413844   7396 382032    0 30720     0 30724 26398 2537 31  7 30 32  0  0
 1  0 852812 4547108   7404 382024    0 79356     0 79528 4513 3932 14  9 60 17  0  0
