 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 216120 4853264   4792 321996    0   34   143    65  331    0  0  0 100  0  0  0
 0  0 216120 4871804   4800 322196    0    0     8     0  735  558  0  1 99  0  0  0
 1  0 216120 4887768   5132 322984    0    0   488    60 1419  818  1  2 97  1  0  0
 1  0 216120 4899744   5676 328484    0    0  6156     0 1299  816  1  1 98  0  0  0
 8  0 216120 4006804   5676 353876    0    0  6468     0 5871 3391 48  4 48  0  0  0
 4  0 216120 3037008   5676 353884    0    0     0     0 4346  335 48  3 50  0  0  0
 4  0 216120 4634360   5676 353888    0    0     0     0 4477  433 47  4 50  0  0  0
 4  0 216120 3698720   5676 353924    0    0     0     0 4943  670 49  3 48  0  0  0
 4  0 216120 2655596   5684 353920    0    0     0    48 4950  760 49  3 49  0  0  0
 4  0 586532 3723548   5684 353936    0 370356     0 370356 5997  782 41 10 49  0  0  0
 4  0 379936 3387600   5684 353944    0 269644     0 269644 5221  685 36  9 49  5  0  0
 3  1 261692 3834472   5684 353948    0 41988     0 41988 4338  459 45  4 49  2  0  0
 3  1 261692 3096940   5684 353952    0    0     0     0 3600  431 37  2 50 12  0  0
 3  2 280124 2946648   5692 353956    0 18432     0 18452 3954  536 36  2 20 41  0  0
 3  1 446012 3444032   5692 353960    0 165888     0 165888 4762  709 36  6 46 13  0  0
 4  0 785492 3075620   5692 353968    0 339424     0 339424 5885  919 36 10 49  5  0  0
 4  0 227632 3975384   5692 353976    0 74268     0 74268 6141  737 35 10 47  8  0  0
 4  0 219704 3283508   5692 353976    0    0     0     0 4451  353 47  3 49  0  0  0
 4  0 219704 3017052   5700 353988    0    0     0    20 4382  389 47  3 50  0  0  0
 4  0 219704 3961844   5700 353992    0    0     0     0 5960 3488 49  4 47  0  0  0
 4  0 219704 3498996   5700 354000    0    0     0     0 4320  344 48  2 49  0  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 219704 4335528   5700 354008    0    0     0     0 4358  360 48  2 49  0  0  0
 4  0 219704 3338152   5700 354008    0    0     0     0 4377  345 49  2 49  0  0  0
 4  5 219704 3521936   5704 354012    0    0     0    16 4296  337 48  2 34 16  0  0
 4  0 219704 3095712   5708 354020    0    0     0     4 5609  420 47  4 38 12  0  0
 4  0 219704 2993248   5708 354024    0    0     0     0 4360  355 48  3 49  0  0  0
 4  0 219704 4073056   5708 354028    0    0     0     0 4380  359 47  4 50  0  0  0
 4  0 219704 3618148   5716 354036    0    0     0    20 4428  397 48  2 49  0  0  0
 4  0 219704 4417964   5716 354040    0    0     0   380 4627  746 48  3 49  0  0  0
 4  0 219704 3472044   5984 353976    0    0   268     0 4836 1108 50  3 48  0  0  0
 4  0 219704 3071376   5984 354020    0    0     0     0 5001 1384 50  3 47  0  0  0
 3  1 560188 3508980   5984 354028    0 340484     0 340484 6097 1405 41  9 48  2  0  0
 5  0 669752 3335064   5992 354028    0 109564     0 109592 5230 1723 38  5 47 10  0  0
 3  2 735292 3808128   5996 354048    0 65540     4 65748 5057 1920 36  6 45 12  0  0
 4  2 735292 3120256   5996 354056    0    0     0     0 3605  562 35  3 37 25  0  0
 3  2 735292 3009920   6132 354060    0    0   136     0 3597  436 35  4 37 25  0  0
 4  1 790524 3514836   7180 355836    0 55136  2812 55136 5675 3424 38  4 35 23  0  0
 4  0 219704 3230676   7200 356020    0 69276   200 69276 4864 1097 42  6 40 12  0  0
 4  0 219704 4048924   7212 356020    0    0     4    56 4411  566 47  3 49  0  0  0
 4  0 219704 3321796   7212 356032    0    0     0     0 4326  300 48  3 50  0  0  0
 4  0 219704 2967844   7212 356036    0    0     0     0 4316  347 47  3 50  0  0  0
 4  0 219704 3848744   7212 356044    0    0     0     0 4353  399 46  4 49  0  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 219704 3428488   7212 356052    0    0     0     0 4293  355 48  2 50  0  0  0
 4  0 219704 3687708   7220 356060    0    0     0    36 4346  378 48  3 49  0  0  0
 4  0 219704 2882328   7220 356068    0    0     0     0 4401  345 48  3 49  0  0  0
 5  0 219704 3924868   7220 356072    0    0     0     0 4332  350 49  2 50  0  0  0
 6  0 219704 3735792   7968 359976    0    0  4812     0 5111 1160 50  3 47  1  0  0
 4  0 219704 3302036   7968 360148    0    0     0     0 4408  485 49  2 49  0  0  0
 5  0 219704 3590732   7976 360152    0    0     0    20 6224 3733 51  3 46  0  0  0
 4  0 219704 3206716   7976 360156    0    0     4     0 4426  368 49  2 49  0  0  0
 2  2 260460 2903932   7976 360168    0 40684     0 40684 6345 1124 46  3 49  2  0  0
 2  2 473060 3051160   7976 360176    0 212672     0 212672 24840 5197 26 10 47 17  0  0
 5  0 674216 3161296   7976 360180    0 201028     0 201028 23985 4972 25  9 49 17  0  0
 2  2 864140 2688588   7984 360184    0 190052     0 190072 23192 4596 23  9 49 18  0  0
 2  2 870980 2860644   7984 360192    0 6840     0  6840 3291  489 23  3 49 25  0  0
