 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 220220 5335968   4396 340592    0   75   143   106  337    0  0  0 99  0  0  0
 0  0 220220 5349948   4408 341044    0    0    12     0  451  311  0  0 100  0  0  0
 0  0 220220 5365804   4428 341780    0    0   176     0 1275  669  1  2 98  0  0  0
 1  0 220220 5386000   4436 342128    0    0     4    60 1169  657  1  1 98  0  0  0
 4  0 220220 4476912   4980 371352    0    0 12352     0 4639  695 44  3 52  0  0  0
 4  0 220220 3598132   4980 371360    0    0     0     0 4351  363 48  2 50  0  0  0
 4  0 220220 4528548   4980 371364    0    0     0     0 4366  434 47  4 49  0  0  0
 4  0 220220 3797720   4980 371368    0    0     0     0 4878  645 49  3 48  0  0  0
 4  0 220220 3042984   4988 371376    0    0     0    48 4999  853 49  3 48  0  0  0
 4  0 220220 4171812   4988 371380    0    0     0     0 4362  439 48  3 49  0  0  0
 4  0 220220 3377188   4988 371388    0    0     0     0 4339  354 49  2 50  0  0  0
 4  0 220220 4903456   4988 371392    0    0     0     0 4379  409 49  2 49  0  0  0
 4  0 220220 3984156   4988 371396    0    0     0     0 4331  385 48  2 49  0  0  0
 4  0 220220 4150508   4996 371404    0    0     0    16 4347  399 48  2 50  0  0  0
 4  0 600492 4025264   4996 371408    0 380144     0 380144 5928  712 39 11 49  0  0  0
 4  0 220220 3842700   4996 371416    0 259856     0 259856 7382 4012 42 12 46  0  0  0
 3  1 304192 4178892   4996 371420    0 83972     0 83972 4744  521 42  4 50  4  0  0
 3  1 319552 3431476   4996 371424    0 15360     0 15360 3533  492 36  2 57  4  0  0
 2  2 693236 3332548   5004 371432    0 373684     0 373700 8028 1278 35 10 48  7  0  0
 2  2 774168 3447324   5004 371436    0 80932     0 80932 10857 2087 24  4 50 22  0  0
 2  2 779328 3558388   5004 371448    0 5160     0  5160 2873  435 24  2 50 25  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  2 781884 3652108   5004 371452    0 2556     0  2556 2673  409 24  1 50 25  0  0
 2  2 784564 3172120   5004 371456    0 2680     0  2680 2937  456 24  1 50 25  0  0
 2  2 787328 3331332   5012 371464    0 2764     0  2780 2934  458 23  3 44 30  0  0
 2  2 789452 3062452   5012 371468    0 2124     0  2124 2758  573 22  4 50 24  0  0
 2  2 792284 2830320   5012 371468    0 2832     0  2832 2956  420 24  2 50 25  0  0
 2  2 794904 3248224   5280 371440    0 2620   268  2620 2940  461 23  3 49 26  0  0
 2  2 903452 2985684   5280 371484    0 108548     0 108548 14251 2849 25  5 49 20  0  0
 2  2 912092 3366612   5288 371492    0 8640     0  9092 3587  725 25  1 49 25  0  0
 4  0 949336 3619828   5288 371496    0 154956     0 154956 15925 3199 25  7 50 18  0  0
 3  1 621120 3410868   5288 371504    0 194072     0 194072 6268 4121 36 10 47  7  0  0
 3  1 621120 3907240   5288 371508    0    0     0     0 3477  441 36  2 50 12  0  0
 3  1 621120 3752364   5288 371516    0    0     0     0 3471  486 36  2 50 12  0  0
 2  8 636484 3699788   5296 371512    0 15364     4 15384 2955  359 30  2 31 37  0  0
 2  4 636484 3703516   5300 371524    0    0     0     4 3067  508 23  3 45 30  0  0
 2  4 636484 3243532   5300 371524    0    0     0     0 2569  506 24  3 50 24  0  0
 2  4 636484 3419728   5300 371536    0    0     0     0 2403  407 23  3 50 25  0  0
 2  4 636484 3541292   5300 371540    0    0     0     0 2427  416 24  1 50 25  0  0
 2  4 636484 3467312   5300 371544    0    0     0     0 2466  413 24  2 50 25  0  0
 2  4 636484 3384912   5300 371552    0    0     0     0 2409  371 24  2 50 25  0  0
 2  4 636484 3145020   5300 371556    0    0     0     0 2407  360 25  1 50 25  0  0
 2  4 636484 3353916   5300 371560    0    0     0     0 2445  401 24  1 49 25  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  4 636484 3460160   5300 371572    0    0     0     0 2426  407 24  1 50 25  0  0
 2  5 636564 3533636   5312 371572    0   80     8   112 2435  422 24  1 47 28  0  0
 3  1 661168 3482496   5320 371604    0 24604     4 24876 7567 4847 26  3 38 33  0  0
 2  2 777956 3121292   5320 371604    0 116788     0 116788 14875 3033 24  7 49 20  0  0
 2  2 780280 3358608   5320 371616    0 2324     0  2324 2703  463 24  1 50 25  0  0
 5  0 885196 3149208   5320 371620    0 104836     0 104836 12967 2770 25  5 50 21  0  0
 4  0 932708 3580428   5328 371624    0 248760     0 248804 19919 4058 25 10 50 15  0  0
 3  1 557120 3989336   5328 371632    0 63244     0 63244 4219  560 34  6 50 11  0  0
 3  1 572480 3783660   5328 371636    0 15360     0 15360 3698  489 36  2 50 12  0  0
 3  1 572480 3920120   5328 371644    0    0     0     0 3714  522 36  3 50 12  0  0
 3  1 588864 3454972   5328 371648    0 16384     0 16384 3443  448 37  2 50 12  0  0
 3  2 588864 3409916   5332 371652    0    0     0    12 3502  415 37  1 50 12  0  0
 3  2 620096 3735192   5336 371660    0 31232     0 31236 12644 1310 36  2 30 32  0  0
 3  3 620096 3555992   5468 371664    0    0   132     0 3448  435 36  2 44 18  0  0
 5  1 699968 4064180   5648 371680    0 79872   180 79888 5016 1927 38  5 40 18  0  0
 3  1 768064 3371908   5648 371680    0 68096     0 68096 5087 2618 37  4 48 11  0  0
 3  1 784448 3239316   5648 371688    0 16384     0 16384 3542  441 36  2 50 12  0  0
 5  0 747772 3849344   5648 371696    0 75772     0 75772 4330  641 36  4 50 10  0  0
 4  0 220220 4063588   5648 371700    0    0     0     0 4663  478 46  5 50  0  0  0
 4  0 220220 4289604   5656 371712    0    0     0    16 4374  414 48  2 50  0  0  0
 4  0 220220 3982676   5656 371716    0    0     0     0 4367  348 49  2 49  0  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0 220220 3210580   5656 371720    0    0     0     0 4415  417 48  3 50  0  0  0
 4  0 220220 3740160   5656 371728    0    0     0     0 4344  365 49  2 49  0  0  0
 4  0 220220 4180212   5656 371736    0    0     0     0 4341  383 49  2 49  0  0  0
 4  0 220220 4367320   5664 371736    0    0     0    16 4427  444 49  2 49  0  0  0
 4  0 220220 4037456   5664 371744    0    0     0     0 4363  354 49  2 50  0  0  0
 4  0 220220 3668816   5664 371752    0    0     0     0 4364  405 48  2 50  0  0  0
 4  0 220220 3978348   5664 371752    0    0     0     0 4376  360 48  2 49  0  0  0
 4  0 220220 4171144   5664 371764    0    0     0     0 4319  364 48  2 50  0  0  0
 5  0 220220 4369400   5672 371764    0    0     0    16 5497 2535 50  3 47  0  0  0
 4  0 339112 3457968   5672 371776    0 118824     0 119036 5549 1866 47  4 49  0  0  0
 4  0 272644 3430688   5672 371784    0 521176     0 521176 6785 1021 36 15 49  0  0  0
 4  0 220220 3624132   5672 371788    0    0     0     0 4387  425 48  3 49  0  0  0
 4  0 220220 3644612   5672 371792    0    0     0     0 4333  412 49  1 50  0  0  0
 4  0 220220 4207544   5680 371788    0    0     0    32 4425  427 48  3 49  0  0  0
 4  0 220220 3444684   5680 371804    0    0     0    12 4360  352 49  2 49  0  0  0
 4  0 220220 3950020   5680 371812    0    0     0     0 4457  405 49  2 49  0  0  0
 4  0 220220 4267688   5680 371812    0    0     0     0 4433  398 49  2 49  0  0  0
 4  0 220220 3835560   5680 371820    0    0     0     0 4409  411 48  2 50  0  0  0
 4  0 414784 4208096   5688 371828    0 194504     0 194528 5312  791 44  7 46  3  0  0
 4  0 220220 4144880   5688 371832    0 445496     0 445496 6172  901 36 14 49  0  0  0
 4  0 220220 3776236   7072 372132    0    0  1668     0 4721  653 47  4 48  1  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0 220220 4035632   7072 372136    0    0     0     0 4326  383 47  3 50  0  0  0
 3  1 410688 3149676   7072 372140    0 190468     0 190468 4852  644 41  6 49  4  0  0
 6  3 427072 4267436   7076 372152    0 16384     0 16472 4850 2567 37  3 45 14  0  0
 4  0 220220 3863604   7080 372156    0 433148     0 433152 8584 2229 36 11 39 14  0  0
 4  0 220220 4113512   7080 372164    0    0     0     0 4361  404 47  4 50  0  0  0
 4  0 220220 3820776   7080 372168    0    0     0     0 4325  343 46  4 49  0  0  0
