procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 275680 4015352   6636 372396    0    0     0     0 4264  288 42  8 50  0  0  0
 3  6 307428 3384564   6640 372404    0 31748     0 31780 5215 3142 35  7 39 20  0  0
 3  1 375524 3612760   6644 372412    0 68096     0 68100 9738 1267 32  7 18 44  0  0
 4  0 747920 3647264   6644 372416    0 372332     0 372332 5996  834 29 18 49  4  0  0
 3  1 888036 3292888   6644 372420    0 140180     0 140180 4779  654 34  7 49  9  0  0
 3  3 903396 3134928   6648 372428    0 15360     0 15372 3835  526 30  8 39 22  0  0
 4  0 275680 4311604   6652 372432    0 12284     0 12288 5738  676 39  8 44  9  0  0
 4  0 275680 4220932   6652 372440    0    0     0     0 4384  366 43  7 50  0  0  0
 4  0 275680 3967812   6652 372444    0    0     0     0 4334  326 42  8 50  0  0  0
 4  0 275680 4351800   6660 372452    0    0     0    16 4519  543 42  9 49  0  0  0
 4  0 275680 4134888   6660 372456    0    0     0     0 4317  303 43  8 50  0  0  0
 4  0 275680 3857060   6660 372460    0    0     0     0 4386  347 43  8 49  0  0  0
 4  0 275680 4230784   6660 372468    0    0     0     0 4340  350 41  9 49  0  0  0
 4  0 275680 3960224   6660 372472    0    0     0     0 4340  333 42  9 49  0  0  0
 4  0 275680 3701480   7884 374416    0    0  3144    32 6300 3745 45  9 45  1  0  0
 4  0 275680 4100320   7884 374420    0    0     0     0 4339  338 42  9 50  0  0  0
 4  0 275680 3836436   7884 374424    0    0     0     0 4346  336 42  8 49  0  0  0
 3  1 725732 3144012   7884 374436    0 450052     0 450052 6033  672 34 14 49  2  0  0
 4  1 725732 3748872   7884 374440    0    0     0     0 3865  452 31  7 50 12  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  1 741092 3701940   7888 374448    0 15360     0 15376 3574  458 33  6 49 12  0  0
 0  2 743340 3981432   7892 374444    0 2248     0  2252 12551 1755 20  4 23 53  0  0
 0  2 745028 3987072   7900 374452    0 1688     0  1704 1066  429  0  1 69 30  0  0
 0  2 745028 4002320   7900 374460    0    0     0   164  573  335  0  0 74 25  0  0
 0  2 792872 4019828   7900 374464    0 47844     0 47844 5416 1201  0  3 75 22  0  0
 0  2 800212 4029220   7900 374472    0 7340     0  7340 1106  431  0  1 75 24  0  0
