procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 177204 4917584   5848 327728    0   28   142    59  330    0  0  0 100  0  0  0
 0  0 177204 4922500   5872 329184    0    0   180     0 1353  818  1  1 98  0  0  0
 0  0 177204 4937224   5872 329188    0    0     0     0 1418  998  1  1 98  0  0  0
 1  0 177204 4953504   5880 330804    0    0     8    72 3123 4694  3  1 96  0  0  0
 4  0 177204 4119188   6284 359072    0    0 11516     0 5056 1206 40 10 50  0  0  0
 4  0 177204 3248556   6284 359080    0    0     0     0 4578  581 42  9 49  0  0  0
 5  0 177204 2981580   6284 359084    0    0     0     0 5051  975 43  9 48  0  0  0
 4  0 177204 4274300   6284 359088    0    0     0     0 5271 1075 40 12 48  0  0  0
 4  0 177204 3621060   6292 359096    0    0     0    48 4417  447 44  7 49  0  0  0
 4  0 177204 3718012   6292 359104    0    0     0     0 4838  757 43  9 48  0  0  0
 4  0 177204 3256436   6292 359112    0    0     0     0 4416  452 43  8 49  0  0  0
 4  0 177204 3721744   6292 359116    0    0     0     0 4374  435 41 10 49  0  0  0
 5  0 177204 4046844   6292 359120    0    0     0     0 4549  725 41 10 49  0  0  0
 4  0 177204 3220016   6300 359128    0    0     0    16 4463  544 43  7 49  0  0  0
 4  0 177204 3618932   6564 359132    0    0   264     0 4464  507 42  9 49  0  0  0
 4  0 177204 4021940   6564 359140    0    0     0     0 4489  564 41 10 49  0  0  0
 4  0 177204 3453264   6564 359144    0    0     0     0 4409  498 43  8 49  0  0  0
 3  1 326712 3077176   6564 359148    0 149508     0 149508 4353  670 35 10 49  6  0  0
 3  6 326712 3644996   6568 359148    0    0     0    12 5793 4248 32  9 17 42  0  0
 3  2 343096 3195532   6572 359156    0 16384     0 16388 9452 1520 32  7 21 40  0  0
 3  3 343096 3188904   6576 359160    0    0     4     0 3715  727 32  7 29 32  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  3 343096 3143400   6576 359168    0    0     0     0 3539  544 32  7 25 36  0  0
 3  3 343096 3450220   6576 359176    0    0     0     0 3451  474 30  8 25 37  0  0
 3  2 367672 3105748   6712 359180    0 24576   128 24592 3813  545 32  7 33 28  0  0
 3  1 367672 3065028   6712 359188    0    0     0     0 3868  584 32  7 39 23  0  0
 2  2 383036 3171852   6712 359192    0 15364     0 15364 3197  584 27  6 49 17  0  0
 2  2 383036 3303616   6712 359200    0    0     0     0 2523  447 21  5 49 25  0  0
 2  5 383036 2934404   6716 359204    0    0     4    64 2616  481 22  4 39 36  0  0
 2  5 383036 3112612   6716 359208    0    0     0     0 2551  512 21  5 37 37  0  0
 2  5 383036 3286556   6716 359208    0    0     0     0 2390  375 21  5 37 37  0  0
 2  3 384348 3050312   6728 359224    0 1312     4  1728 10002 5010 22  5 27 47  0  0
 2  3 384348 2677680   6728 359228    0    0     0    48 2446  435 21  4 37 37  0  0
 2  3 385016 2853200   6728 359236    0  668     0   728 2834  496 21  5 37 37  0  0
 2  3 385016 2980668   6728 359240    0    0     0     0 2536  518 21  4 37 37  0  0
 2  3 385172 3163904   6728 359240    0  156     0   224 2340  337 20  5 38 37  0  0
 2  2 387308 2801756   6736 359248    0 2136     0  2328 5971  876 21  4 29 46  0  0
 2  2 388768 2946844   6736 359256    0 1460     0  1460 2584  527 21  5 50 25  0  0
 2  2 389284 3118812   6736 359260    0  516     0   516 2577  453 21  5 49 25  0  0
 2  2 390224 2734284   6736 359268    0  940     0   940 2459  407 22  4 49 25  0  0
 2  2 390564 2887388   6736 359272    0  340     0   340 2543  443 21  5 50 25  0  0
 2  2 391708 3071660   6744 359276    0 1144     0  1160 2721  524 21  5 43 31  0  0
 2  2 394196 2995272   6744 359284    0 2488     0  2488 2746  522 21  5 50 25  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  2 394332 2845920   6744 359288    0  136     0   136 3393 1886 23  5 48 25  0  0
 1  3 394336 2642168   6744 359300    0    4     0     4 2609 2215 13  3 48 36  0  0
 1  3 394988 2989356   6744 359308    0  652     0   652 1573  455  9  4 50 37  0  0
 1  3 396128 2835184   6752 359312    0 1140     0  1156 1832  638 10  3 46 40  0  0
 1  3 397276 2657232   6752 359320    0 1148     0  1148 1662  509 10  4 50 37  0  0
 1  3 398348 2477336   6752 359324    0 1072     0  1072 1768  497 10  4 50 37  0  0
 1  3 399288 2385028   6752 359332    0  940     0   940 1688  490  6  7 50 37  0  0
 1  3 400100 2386844   6752 359336    0  812     0   812 1643  454 13  1 50 37  0  0
 1  3 400796 2396564   6760 359340    0  696     0   712 1696  474 13  0 36 51  0  0
 1  3 401096 2864548   6760 359348    0  300     0   300 1553  506 11  2 50 37  0  0
 1  3 401096 2667988   6760 359352    0    0     0     0 1460  412 11  3 50 37  0  0
 1  3 401096 2434636   6760 359360    0    0     0     0 1491  425 11  2 50 37  0  0
 1  3 401244 2846968   6760 359360    0  148     0   148 1509  438 10  3 50 37  0  0
 1  8 401368 2666360   6764 359364    0  124     0   136 1389  356 11  2 33 55  0  0
 1  3 404404 2445200   6768 359368    0 3036     0  3040 2043  538 11  2 60 27  0  0
 1  3 404404 2834796   6768 359376    0    0     0     0 3436 3548 12  4 59 25  0  0
 1  3 412264 2648892   6768 359380    0 7860     0  7860 2299  694 11  3 62 24  0  0
 3  4 509920 2441024   6772 359384    0 97624     4 97660 10659 3616 11  7 63 20  0  0
 1  3 550556 2834776   6780 359400    0 40668     0 40884 5401 1630 10  5 62 23  0  0
 1  3 553684 2647688   6780 359404    0 3128     0  3128 1920  590 11  2 62 25  0  0
 1  3 557400 2505224   6780 359412    0 3716     0  3716 1907  529 11  3 62 25  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  3 567532 2818080   6780 359416    0 10132     0 10132 2679  759 10  3 62 24  0  0
 1  3 578000 2632612   6780 359420    0 10324     0 10324 2876  763 11  3 62 24  0  0
 1  3 586872 2811192   6788 359428    0 9016     0  9032 2595  729  9  5 61 25  0  0
 1  3 595420 2424476   6788 359436    0 8548     0  8548 2504  715 10  3 62 24  0  0
 1  3 621828 2424508   6788 359444    0 26408     0 26408 4042 1372 13  2 62 23  0  0
 1  3 659720 2950832   6788 359452    0 37892     0 37892 4993 1524 11  4 62 23  0  0
 3  3 703056 2764696   6788 359460    0 43336     0 43336 5647 1890 12  5 61 23  0  0
 1  3 759616 2546744   6796 359464    0 56560     0 56576 6104 2022 11  5 62 23  0  0
 1  3 769360 2927844   6796 359468    0 9744     0  9744 2650  809 10  3 62 24  0  0
 1  3 774128 2743560   6796 359476    0 4768     0  4768 4297 4271 13  3 59 25  0  0
 1  3 781312 2519412   6796 359480    0 7184     0  7184 2468  620 11  3 62 24  0  0
 1  3 794780 2924716   6796 359488    0 13468     0 13468 2694  764 10  4 62 24  0  0
 1  3 802276 2731960   6804 359492    0 7496     0  7512 2243  685 11  2 62 25  0  0
 1  3 808496 2503020   6804 359500    0 6220     0  6220 2388  666 11  3 62 24  0  0
 1  3 818192 2925580   6804 359504    0 9696     0  9696 2764  842  9  5 62 24  0  0
 1  3 822856 2768500   6804 359508    0 4664     0  4664 2053  582 10  4 62 24  0  0
 3  2 827696 2577380   6804 359516    0 4776     0  4776 2046  532 10  4 62 25  0  0
 1  3 833104 2974128   6812 359520    0 5472     0  5488 2234  608 10  4 61 25  0  0
 1  3 834620 2789984   6812 359528    0 1516     0  1516 1670  521 11  2 62 25  0  0
 1  3 835652 2566396   6812 359532    0 1032     0  1032 1704  453 11  2 62 25  0  0
 1  3 837148 2474652   6812 359536    0 1496     0  1496 1751  484  7  6 62 25  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  3 839772 2475840   6812 359544    0 2624     0  2624 1906  517 13  1 62 25  0  0
 1  3 843744 2468528   6820 359548    0 3972     0  3988 2140  567 13  1 59 28  0  0
 1  3 852932 2877564   6820 359560    0 9188     0  9188 2867 1117 11  4 61 24  0  0
 1  3 866024 2677728   6820 359568    0 13092     0 13092 5297 4527 13  4 59 24  0  0
 0  3 870200 3001040   6820 359568    0 4176     0  4176 1501  600  5  2 65 28  0  0
 0  3 871480 3022656   6820 359576    0 1280     0  1280  911  509  0  1 62 37  0  0
 0  3 872584 3035400   6828 359580    0 1104     0  1352  996  545  1  1 57 43  0  0
 0  3 874260 3043604   6828 359584    0 1676     0  1676 1696  958  1  2 60 37  0  0
 0  3 883504 3052988   6828 359592    0 9196     0  9196 1956  894  0  1 62 37  0  0
