procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  1 2310724 2840444   6120 372108    0 107172     8 107432 23763 7861  1  7 49 44  0  0
 0  4 2399756 2881676   6120 372112    0 123944     0 123944 24660 9437  0  9 50 41  0  0
 2  3 2498900 2898280   6120 372120    0 119624     0 119624 22416 9028  0  9 49 42  0  0
 2  3 1999304 3444440   6120 372124    0 140328     0 140328 26169 8420  5 11 49 34  0  0
 4  0 203792 4908016   6120 372128    0 124564     0 124564 15845 3001 23 19 49  9  0  0
 4  0 203792 4059608   6128 372136    0    0     0    36 4335  324 43  7 50  0  0  0
 4  0 203792 3848804   6128 372140    0    0     0     0 4442  349 42  9 50  0  0  0
 4  0 203792 4444556   6128 372148    0    0     0     0 4390  372 41  9 50  0  0  0
 4  0 203792 4058672   6128 372156    0    0     0     0 4270  330 42  8 50  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 203792 3802076   6132 372160    0    0     4     0 4344  344 41  9 50  0  0  0
 4  0 337420 4197936   6140 372172    0 133564     0 133596 6846 3844 42 11 47  0  0  0
 4  0 203792 4148756   6140 372176    0 506436     0 506436 6481  653 32 18 50  0  0  0
 4  0 203792 3940516   6140 372184    0    0     0     0 4327  342 42  8 49  0  0  0
 4  0 203792 4312656   6140 372188    0    0     0     0 4345  367 40 11 50  0  0  0
 4  0 203792 4450388   6140 372192    0    0     0     0 4385  368 41 10 50  0  0  0
 4  0 203792 4532540   6148 372200    0    0     0    20 4379  358 41 10 50  0  0  0
 4  0 203792 3995012   6148 372204    0    0     0     0 4313  312 42  9 50  0  0  0
 4  0 203792 4083176   6148 372212    0    0     0     0 4351  378 42  8 50  0  0  0
 4  0 203792 4436244   6148 372216    0    0     0     0 4288  350 41 10 50  0  0  0
 4  0 203792 3815480   6148 372220    0    0     0     0 4313  341 41 10 50  0  0  0
 4  0 203792 4425192   6156 372228    0    0     0    20 4352  336 44  7 50  0  0  0
 4  0 203792 4344540   6156 372232    0    0     0     0 4301  333 43  7 50  0  0  0
 4  0 203792 4045536   6156 372240    0    0     0     0 4384  336 43  8 50  0  0  0
 4  0 203792 4440400   6156 372244    0    0     0     0 4337  376 42  9 49  0  0  0
 4  0 203792 4190400   6456 372256    0    0   308     0 4466  378 43  8 49  0  0  0
 4  0 487212 3404136   6464 372264    0 283252     0 283272 7363 3693 40 13 47  0  0  0
 4  0 203792 4640916   6464 372268    0 356748     0 356748 5897  571 34 17 49  0  0  0
 4  0 203792 4376284   6464 372276    0    0     0     0 4330  386 42  8 49  0  0  0
 4  0 203792 3458484   6464 372284    0    0     0     0 4340  332 43  7 50  0  0  0
 4  0 203792 4035392   6464 372288    0    0     0     0 4357  370 38 12 50  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 203792 4009800   6472 372296    0    0     0    20 4352  379 45  6 49  0  0  0
 4  1 203784 3898472   6500 372292    0    0    12   120 4453  426 44  7 43  6  0  0
 4  1 203784 4346592   8120 383856    0    0 13184     0 5401  967 42 11 37 11  0  0
 4  1 203784 4113804   8952 391264    0    0  7896     0 5256  963 42  9 37 12  0  0
 4  1 203784 3780260   8952 394532    0    0  2396     0 4648  570 42  9 37 12  0  0
 4  1 203784 4333804   9752 399284    0    0  4392     0 4845  750 39 12 37 11  0  0
 4  1 203784 3700276  10472 403888    0    0  5304   220 5090  786 46  6 37 11  0  0
 4  1 203784 3836924  11504 408920    0    0  6044    96 5178  902 45  7 37 10  0  0
 5  0 203784 4604360  12296 470532    0    0 62400     0 5140  659 44 11 37  9  0  0
 4  3 203784 3698516  13548 479096    0    0  9804     0 5528  798 48  8 35  9  0  0
 4  0 203780 4640492  14240 481592    8    0  3176     0 6825 3978 44 11 40  5  0  0
 4  0 203780 4487728  14240 481596    0    0     0     0 4377  345 42  8 49  0  0  0
 4  0 203780 3553532  14248 481604    0    0     0   140 4380  373 43  7 50  0  0  0
 4  0 203780 4564828  14248 481608    0    0     0     0 4401  450 40 11 49  0  0  0
 4  0 203780 4376600  14248 481616    0    0     0     0 4381  360 42  9 49  0  0  0
 4  0 203780 3474636  14388 481620    0    0   140     0 4401  359 42  8 49  0  0  0
 4  0 203780 3891572  14388 481624    0    0     0     0 4331  350 41 10 50  0  0  0
 4  0 203780 4300960  14396 481632    0    0     0    20 4391  432 41  9 50  0  0  0
 4  0 203780 3399020  14396 481640    0    0     0     0 4309  324 43  8 49  0  0  0
 4  0 239656 3790212  14396 481644    0 35800     0 35800 4666  586 42  9 49  0  0  0
 4  0 568900 4002128  14396 481652    0 604200     0 604200 6969  549 32 19 49  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 203780 4156036  14396 481656    0    0     0     0 4375  394 40 10 50  0  0  0
 4  0 203780 4004872  14404 481664    0    0     0    20 4375  378 40 10 50  0  0  0
 4  0 203780 4295664  14404 481672    0    0     0     0 4328  368 40 10 49  0  0  0
 4  0 203780 3540244  14404 481680    0    0     0     0 4369  350 42  9 49  0  0  0
 4  1 203780 4044572  14940 481756    0    0   672     0 6444 3849 42 12 41  6  0  0
 4  0 203780 4380104  14964 483480    0    0  1680     0 4637  589 40 11 37 12  0  0
 4  0 203780 3525868  14972 483492    0    0     0    36 4447  435 42  8 49  0  0  0
 4  0 203780 4026224  14972 483496    0    0     0     0 4410  378 38 13 50  0  0  0
 4  0 203780 4056036  14972 483504    0    0     0     0 4366  337 44  7 50  0  0  0
 4  0 203780 4007228  14972 481424    0    0   200     8 4697  594 45  7 48  0  0  0
