 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0 853908 2332488   6388 357628    0 12820     0 12820 5330 4098 15  2 48 36  0  0
 1  6 873936 2768280   6400 357632    0 20084     4 20180 5427 1457 11  4 49 36  0  0
 1  3 875864 2566600   6400 357640    0 1928     0  2416 2305  740 11  3 50 37  0  0
 1  3 883928 2453692   6400 357644    0 8064     0  8064 3024  766 11  3 49 37  0  0
 2  2 361456 3227792   6400 357652    0 117528     0 117528 13917 2771 17 11 50 22  0  0
 2  2 551200 2806132   6400 357656    0 189744     0 189744 23577 4119 22 10 49 18  0  0
 1  3 707608 2407648   6408 357664    0 156408     0 156456 20056 3537 20 10 49 21  0  0
 1  3 719784 2786736   6412 357676    0 12176     4 12380 3483  890 10  4 50 37  0  0
 1  3 732520 2602188   6412 357684    0 12736     0 12736 3532  873 11  3 50 37  0  0
 1  3 875104 2371460   6412 357692    0 142584     0 142584 25015 6697 11  9 50 30  0  0
 1  3 881256 2754620   6412 357696    0 6152     0  6152 2802  682 10  3 50 37  0  0
 1  3 886468 2567108   6420 357704    0 5212     0  5244 2499  611 11  3 50 37  0  0
 1  3 892436 2899224   6420 357708    0 5968     0  5968 2624  660 10  4 50 37  0  0
 1  3 894124 2731004   6420 357712    0 1688     0  1688 1948  422 11  2 50 37  0  0
 1  3 894644 2545836   6420 357720    0  520     0   520 1673  434 11  2 50 37  0  0
 3  3 934228 2523424   6420 357724    0 39584     0 39584 9328 6077 10  9 48 34  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  3 1088200 2389444   6428 357732    0 153836     0 153852 27049 7762 12  8 50 30  0  0
 1  3 1218316 2394228   6428 357744    0 130252     0 130252 22382 6433 13  6 50 31  0  0
 1  3 1220436 2887964   6428 357748    0 2120     0  2120 1906  475 11  2 50 37  0  0
 1  4 1221364 2662300   6816 361740    0  928  4372   928 2276 1005 12  3 44 41  0  0
 1  3 1222172 2454312   7156 361824    0  808   420   808 1845  611 11  3 49 37  0  0
 2  2 1264152 2838536   7164 361832    0 41844     0 41868 7677 2428 10  5 50 35  0  0
 1  3 1394452 2648844   7164 361836    0 130436     0 130436 23215 6658 11  9 49 31  0  0
 1  3 1399208 2417152   7164 361840    0 4756     0  4756 2488  632 11  3 50 37  0  0
 1  3 1407424 2388492   7164 361848    0 8216     0  8216 3570 1280  9  6 49 36  0  0
 1  3 1416380 2389884   7164 361852    0 8956     0  8956 3809 1233 14  2 49 36  0  0
 1  3 1419808 2938272   7172 361860    0 3428     0  3444 2443  610 12  1 50 37  0  0
 1  3 1424420 2754868   7172 361864    0 4612     0  4612 2585  645 11  3 50 37  0  0
 1  3 1434512 2554772   7172 361868    0 10092     0 10092 3243  887 11  3 49 37  0  0
 3  3 1436272 2522940   7172 361876    0 1760     0  1760 1866  503  7  6 50 37  0  0
 1  3 1437740 2394792   7172 361880    0 1468     0  1468 3641 3452 14  2 48 36  0  0
 1  3 1439240 2394792   7180 361888    0 1500     0  1516 1777  420 13  0 50 37  0  0
 1  3 1439384 2874480   7180 361892    0  144     0   144 1529  397 11  2 50 37  0  0
 1  3 1439624 2661804   7180 361896    0  240     0   240 1507  379 11  2 50 37  0  0
 1  3 1440392 2444680   7180 361904    0  768     0   768 1617  431 11  3 50 37  0  0
 1  3 1441308 2829748   7324 361908    0  916   144   916 1837  460 10  3 50 37  0  0
 1  3 1490616 2641720   7332 361916    0 49308     0 49324 9071 2840 11  4 49 36  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  3 1647236 2419452   7332 361924    0 156620     0 156620 26948 8033 11  9 50 30  0  0
 1  3 1744896 2806824   7332 361936    0 97604     0 97860 17226 5133 10  7 50 33  0  0
 3  1 704572 3665664   7332 361944    0 239732     0 239732 16357 3383 20 17 49 14  0  0
 3  1 743484 3100716   7332 361952    0 38912     0 38912 4005  530 33  6 50 12  0  0
 3  6 758844 3091180   7336 361952    0 15360     0 15392 3466  346 32  7 27 35  0  0
 3  2 758844 2386936   7340 361960    0    0     0     4 10137 1092 31  7 14 48  0  0
 2  3 759576 2885512   7340 361964    0  732     0   732 4313 3475 27  3 36 35  0  0
 3  3 759576 3202904   7344 361968    0    0     0    12 2476  417 22  4 37 37  0  0
 3  3 760612 2910456   7348 361976    0 1036     0  1040 8111 1189 21  4 21 54  0  0
 2  2 877028 3138704   7348 361980    0 116416     0 116416 13889 3020 21  9 48 22  0  0
 4  0 410912 3816700   7356 361988    0 173732     0 173748 11786 1936 26 13 49 13  0  0
 3  1 668732 3221492   7356 361992    0 257972     0 257972 5360  756 32 11 50  7  0  0
 3  1 686652 3207092   7356 362000    0 17920     0 17924 3609  463 31  7 50 12  0  0
 3  1 686652 3732152   7356 362004    0    0     0     0 3453  437 31  7 49 12  0  0
 3  1 686652 3103988   7356 362008    0    0     0     0 3362  321 32  6 50 12  0  0
 3  3 686652 3116004   7360 362016    0    0     0    12 3403  394 31  7 47 15  0  0
 3  2 702012 3427272   7364 362020    0 15360     0 15364 15950 4520 32  7 28 34  0  0
 3  2 717372 2843256   7364 362028    0 15360     0 15360 3466  363 33  6 37 24  0  0
 3  2 717372 3389868   7364 362032    0    0     0     0 3660  370 31  8 37 25  0  0
 4  0 216120 3929580   7372 362036    0 138748     0 138768 5184  744 34 14 45  7  0  0
 4  0 216120 3424544   7372 362044    0    0     0     0 4330  358 43  8 50  0  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 216120 3460076   7372 362052    0    0     0     0 4336  337 42  8 50  0  0  0
