 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0 198712 4912344   4704 324032    0   32   143    63  331    0  0  0 100  0  0  0
 0  0 198712 4917160   4852 324604    0    0   148     0  779  596  1  0 99  0  0  0
 0  0 198712 4921788   4856 324608    0    0     4     0  531  439  0  0 99  0  0  0
 3  0 198712 4928876   4864 324620    0    0     4    52  616  397  0  0 99  0  0  0
 4  0 198712 4074132   5408 354136    0    0 12652     0 5350 1180 45  4 50  0  0  0
 4  0 198712 3181984   5408 354236    0    0     0     0 4942  772 48  3 49  0  0  0
 4  0 198712 3548608   5408 354240    0    0     0     0 6114  406 45  7 48  0  0  0
 6  0 198712 3460928   5408 355784    0    0     4     0 5097 1678 49  3 48  0  0  0
 4  0 198712 2681476   5416 355784    0    0     0    48 5997 3357 50  2 47  1  0  0
 4  0 198712 4261932   5416 355796    0    0     0     0 4839  652 49  3 48  0  0  0
 4  0 198712 3244012   5416 355804    0    0     0     0 4889  740 49  3 48  0  0  0
 4  0 225340 4050980   5416 355808    0 26584     0 26584 4531  441 48  3 50  0  0  0
 3  1 384572 3358196   5416 355812    0 159276     0 159276 4483  633 36  5 50  9  0  0
 3  3 400444 2571264   5420 355812    0 15872     0 15884 3723  453 36  2 46 15  0  0
 2  4 401332 2460668   5428 355824    0  888     0   904 29706 6556 24  1 26 48  0  0
 2  2 402144 2809456   5432 355832    0  812     0   816 2922  531 22  3 48 26  0  0
 2  2 402568 2546808   5432 355836    0  424     0   424 2492  384 25  1 50 25  0  0
 2  4 403712 3411140   5440 355840    0 1144     8  1228 2501  395 25  1 50 25  0  0
 2  2 404560 2972364   5440 355848    0  848     0  1292 2803  504 24  1 50 25  0  0
 2  2 405452 2456416   5448 355852    0  892     0   932 2837  472 24  1 46 28  0  0
 2  2 408124 3204752   5448 355856    0 2672     0  2672 2961  519 24  2 49 25  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  2 408124 2668176   5448 355868    0    0     0     0 2409  350 24  1 50 25  0  0
 2  2 408352 3354392   5456 355868    0  228     8   380 2569  433 24  1 50 25  0  0
 2  2 411088 2886464   5456 355888    0 2736     0  2736 2684  406 24  1 50 25  0  0
 2  2 413780 2956528   5464 355892    0 2692     0  2724 2925  457 24  2 45 29  0  0
 2  2 449116 3099136   5464 355900    0 35336     0 35336 5220 1130 24  3 50 23  0  0
 2  2 535128 2570344   5464 355904    0 86012     0 86012 12249 5197 27  5 47 22  0  0
 2  2 535492 3260016   5464 355908    0  364     0   364 2481  381 24  2 50 25  0  0
 2  2 537148 2788472   5464 355916    0 1656     0  1656 2620  398 24  1 49 25  0  0
 2  4 537376 2863412   5468 355916    0  228     0   240 2582  414 24  2 44 30  0  0
 2  6 538284 2891604   5612 357220    0  908  1432   912 3616 1135 25  2 29 44  0  0
 2  4 538300 2971780   5612 358832    0   16  1608    16 2563  434 24  2 49 25  0  0
 2  2 539404 3125668   6124 360004    0 1104  1676  1104 3146  784 25  2 48 25  0  0
 2  2 556124 2597808   6124 360012    0 16720     0 16720 4094  719 25  2 49 24  0  0
 3  2 627836 2858188   6132 360016    0 71712     0 71736 10049 1969 24  5 49 22  0  0
 2  2 776764 2637256   6264 360024    0 148928   132 148928 17804 3464 25  6 49 20  0  0
 2  2 809000 2902076   6264 360028    0 32236     0 32236 5964 1235 25  2 49 24  0  0
 2  2 855556 3056584   6532 360036    0 46556   268 46556 6410 1455 25  4 48 23  0  0
 2  2 868924 2527448   6532 360044    0 13368     0 13368 3716  609 24  2 50 24  0  0
 2  2 874220 3218324   6540 360044    0 5296     0  5316 3417  551 24  2 49 25  0  0
 2  2 878340 2772316   6540 360048    0 4120     0  4120 3073  562 24  1 50 25  0  0
 4  2 883400 2853588   6540 360064    0 5060     0  5060 5046 3423 26  2 47 25  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  2 884148 2994144   6540 360068    0  748     0   748 2685  390 24  1 50 25  0  0
 2  2 884280 2461892   6540 360076    0  132     0   132 2523  387 24  1 49 25  0  0
 2  4 884548 3206860   6544 360076    0  268     0   280 2458  369 24  1 42 33  0  0
 2  3 885264 2453544   6548 360092    0  716     0   720 13294 1921 24  1 29 45  0  0
 2  2 886120 3366220   6556 360088    0  856     0   872 2570  355 25  1 50 25  0  0
 2  2 887336 2894904   6556 360100    0 1216     0  1216 2689  406 25  1 49 25  0  0
 2  3 887496 2967876   6556 360104    0  160     0   208 2519  365 24  1 50 25  0  0
 2  2 889272 3017532   6556 360136    0 1776     0  1956 3348  512 24  1 48 27  0  0
 2  2 889272 2493752   6556 360140    0    0     0     0 2531  420 24  1 50 25  0  0
 2  2 890000 3197748   6564 360140    0  728     0   760 4688 3775 26  2 45 26  0  0
 2  2 890280 2707348   6564 360152    0  280     0   280 2607  369 24  1 49 25  0  0
 3  2 906796 3393428   6564 360152    0 16516     0 16516 3753  706 24  2 49 24  0  0
 2  2 931736 2946964   6564 360160    0 24940     0 24940 4487  927 24  2 50 24  0  0
 2  2 932336 2414988   6564 360168    0  600     0   600 2644  392 24  1 50 25  0  0
 2  2 933632 3168904   6572 360172    0 1296     0  1312 2579  388 24  1 47 28  0  0
 2  2 1018428 2646892   6572 360176    0 84796     0 84796 9910 2000 25  5 49 22  0  0
 2  2 1217480 3353756   6572 360180    0 199024     0 199024 23215 4607 24  9 49 17  0  0
 2  2 1274428 2879224   6580 360196    0 56976     4 56984 8426 1472 23  5 50 23  0  0
 3  2 1289880 2424184   6580 360200    0 15452     0 15452 4360  716 23  3 49 24  0  0
 2  2 1314404 3200828   6588 360208    0 24524     0 24560 4809  849 23  3 49 24  0  0
 3  1 696380 3287784   6588 360212    0 21976     0 21976 3561  592 28  5 50 17  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  1 711740 3712052   6588 360220    0 15360     0 15360 3707  474 36  3 50 12  0  0
 4  1 711740 2986940   6588 360228    0    0     0     0 3362  305 35  3 50 12  0  0
 3  1 711740 2865740   6588 360236    0    0     0     0 3381  382 35  3 50 13  0  0
 3  3 711740 3422332   6592 360240    0    0     0    12 5273 3519 37  5 39 20  0  0
 3  2 727100 3416776   6596 360244    0 15360     0 15364 18804 1816 36  2 29 33  0  0
 4  2 742460 3256380   6596 360252    0 15360     0 15360 3519  402 36  2 50 12  0  0
 3  2 742460 3152248   6596 360256    0    0     0     0 3521  380 36  2 50 12  0  0
 3  3 742460 3009152   6600 360264    0    0     0    12 3593  484 36  2 47 15  0  0
 4  0 423868 3794304   6604 360268    0 96252     0 96256 7684 1054 36  4 38 22  0  0
