procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0 276804 5401328   4456 340108    0   85   144   117  338    0  0  0 99  0  0  0
 5  0 276804 5401256   4600 340584    0    0   144     0  396  320  0  0 100  0  0  0
 0  0 276804 5401256   4608 340588    0    0     0    60  491  370  0  0 99  0  0  0
 1  0 276804 5399268   4608 340632    0    0     4     0 1305  637  0  1 98  0  0  0
 4  0 276804 4412632   5152 369596    0    0 12352     0 4946  946 44  4 52  0  0  0
 4  0 276804 3435516   5152 369604    0    0     0     0 4313  414 48  3 50  0  0  0
 4  0 276804 3373432   5152 369608    0    0     0     0 4363  449 45  6 49  0  0  0
 4  0 276804 3191688   5160 371104    0    0     4    48 6342 4327 52  2 46  0  0  0
 4  0 276804 2931124   5160 371144    0    0     0     0 4813  719 50  2 48  0  0  0
 4  0 276804 4313824   5160 371148    0    0     0     0 4933  839 48  3 49  0  0  0
 4  0 276804 3540308   5160 371156    0    0     0     0 4309  375 49  2 50  0  0  0
 4  0 276804 3920236   5160 371160    0    0     0     0 4331  384 48  2 50  0  0  0
 4  0 276804 4245204   5168 371164    0    0     0    16 4339  440 47  4 50  0  0  0
 4  0 276804 3248696   5168 371172    0    0     0     0 4343  356 47  4 50  0  0  0
 4  0 276804 4828784   5168 371176    0    0     0     0 4354  426 46  5 50  0  0  0
 4  0 276804 3984400   5168 371184    0    0     0     0 4361  420 47  3 50  0  0  0
 4  0 276804 3194748   5168 371188    0    0     0     0 4353  403 47  4 50  0  0  0
 4  0 652732 3861304   5176 371184    0 375868     0 375884 6011  820 39 12 49  0  0  0
 4  0 905592 3397316   5176 371200    0 252872     0 252872 5229  782 37  7 50  7  0  0
 4  0 281360 3746696   5176 371204    0 11260     0 11260 4611  533 44  6 49  0  0  0
 4  0 281360 3549176   5176 371216    0    0     0     0 4390  410 46  4 49  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0 281360 3416092   5176 371220    0    0     0     0 4333  383 48  3 50  0  0  0
 4  0 281360 4608508   5184 371216    0    0     0    16 6227 3648 49  4 47  0  0  0
 4  0 281360 3616132   5184 371232    0    0     0     0 4307  358 48  2 49  0  0  0
 4  0 281360 3420480   5184 371236    0    0     0     0 4384  445 48  3 49  0  0  0
 4  0 281360 3578944   5184 371244    0    0     0     0 4333  435 48  2 49  0  0  0
 4  0 281360 3553840   5184 371248    0    0     0     0 4312  376 49  1 50  0  0  0
 4  2 281360 4460060   5188 371248    0    0     0    12 4379  406 49  2 47  2  0  0
 4  0 281360 3972092   5200 371260    0    0     8   392 4987  462 48  2 46  3  0  0
 4  0 281360 4190724   5200 371264    0    0     0     0 4349  390 49  2 50  0  0  0
 4  0 281360 3840516   5200 371272    0    0     0     0 4360  378 49  2 50  0  0  0
 4  0 281360 3421708   5200 371276    0    0     0     0 4426  567 49  2 49  0  0  0
 5  0 772984 3378416   5216 371288    0 491620     8 491880 6477  880 37 14 49  0  0  0
 2  2 869028 2969724   5488 371300    0 96048   272 96048 6352 1158 33  4 44 19  0  0
 2  2 894648 3321224   5488 371304    0 25620     0 25620 5080  849 25  2 50 24  0  0
 2  2 897416 3444652   5488 371312    0 2768     0  2768 2838  490 23  3 49 25  0  0
 2  2 898908 2978120   5488 371316    0 1492     0  1492 2547  384 23  3 49 25  0  0
 2  2 901620 3708856   5496 371320    0 2712     0  2740 4469 3199 25  4 42 29  0  0
 2  2 904168 3282372   5496 371328    0 2548     0  2548 2796  397 25  1 50 25  0  0
 2  2 907164 3374868   5496 371332    0 2996     0  2996 2938  469 24  2 50 25  0  0
 2  2 918040 3523900   5496 371344    0 10876     0 10876 3805  608 24  2 50 24  0  0
 2  2 924856 2989468   5496 371348    0 6816     0  6816 3517  552 24  2 49 25  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  4 925240 3225360   5504 371352    0  384     0   400 2123  503 19  1 43 37  0  0
 1  3 927068 2978596   5504 371364    0 1828     0  1828 1806  501 12  1 49 38  0  0
 2  2 460940 3880028   5504 371368    0 118576     0 118576 14209 5041 13  9 50 28  0  0
 4  0 608380 3479680   5504 371376    0 202668     0 202668 18363 4552 25  9 50 16  0  0
 2  2 675824 2954588   5504 371380    0 67512     0 67512 6754 1560 25  4 50 22  0  0
 2  3 677184 3640180   5512 371372    0 1360     0  1376 2513  402 24  1 46 29  0  0
 2  2 739592 3167900   5512 371392    0 62408     0 62408 6597 1580 24  3 49 23  0  0
 2  2 838644 3847092   5512 371396    0 99052     0 99052 10113 2293 25  5 50 20  0  0
 2  3 840132 3384072   5516 371404    0 1488     4  1488 2517  401 24  1 49 25  0  0
 2  2 841676 2850380   5516 371408    0 1544     0  1544 2577  405 24  1 47 27  0  0
 2  4 843540 3597624   5520 371412    0 1864     0  1880 4081 2990 26  2 39 33  0  0
 2  2 843992 2833848   5524 371420    0  452     0   456 3538  510 24  1 40 34  0  0
 2  2 845392 3600980   5524 371424    0 1400     0  1400 2551  457 24  2 50 25  0  0
 2  2 847196 3075480   5524 371428    0 1804     0  1804 2737  431 24  1 50 25  0  0
 2  2 849148 3745932   5524 371436    0 1952     0  1952 2623  450 24  1 50 25  0  0
 2  2 850556 3314100   5532 371440    0 1408     0  1424 2522  421 24  2 43 31  0  0
 2  2 853376 2784712   5532 371444    0 2820     0  2820 2623  406 24  1 50 25  0  0
 2  2 879796 3568652   5532 371452    0 26420     0 26420 3955  957 24  3 50 23  0  0
 2  2 996704 3064340   5532 371464    0 116908     0 116908 10731 3014 25  5 50 20  0  0
 2  2 1003336 3739156   5532 371468    0 6632     0  6632 3009  481 24  2 50 25  0  0
 2  2 1009556 3292308   5544 371468    0 6220     4  6432 3190  535 24  2 48 26  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  2 1063720 3370924   5544 371488    0 54136     0 54160 5934 1604 25  3 50 22  0  0
