procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  4 1122192 2409612   7236 359232    0 130724     0 130724 25068 9425  0  8 52 40  0  0
 0  4 1171884 2409540   7236 359240    0 49692     0 49692 9947 3832  0  3 51 46  0  0
 1  4 1188172 2410828   7236 359244    0 16288     0 16288 4571 1522  0  2 52 46  0  0
 0  4 1200272 2413488   7244 359248    0 12100     0 12116 3287 1178  0  1 48 50  0  0
 0  4 1218212 2417572   7244 359256    0 17940     0 17940 4268 1870  0  2 50 49  0  0
 0  4 1346128 2417988   7244 359260    0 127720     0 127720 25281 9423  0  7 52 41  0  0
 0  4 1361004 2418964   7244 359268    0 15072     0 15072 5429 1247  0  1 50 49  0  0
 1  4 1372740 2420820   7244 359272    0 11736     0 11736 3761 1181  0  1 51 48  0  0
 0  4 1395472 2421936   7252 359280    0 22732     0 22748 4802 2042  0  2 42 56  0  0
 3  3 1529352 2422212   7252 359284    0 133880     0 133880 27469 10227  0  7 51 43  0  0
 0  4 1648676 2423644   7252 359288    0 119324     0 119324 27895 11791  2  7 48 43  0  0
 0  4 1652856 2428992   7252 359296    0 4180     0  4180 1791  678  0  1 50 49  0  0
 0  4 1660084 2429548   7252 359300    0 7228     0  7228 2220  972  0  1 50 49  0  0
 0  4 1669264 2431768   7260 359308    0 9180     0  9200 2325 1171  0  1 50 49  0  0
 0  4 1676912 2432560   7260 359312    0 7648     0  7648 3490 1036  0  1 54 44  0  0
 0  4 1678760 2435196   7260 359316    0 1848     0  1848 1258  536  0  1 50 50  0  0
 0  4 1679272 2437128   7260 359324    0  512     0   512  795  416  0  0 50 50  0  0
 0  4 1679660 2436888   7260 359328    0  388     0   388  718  415  0  0 50 50  0  0
 0  4 1680184 2440260   7268 359336    0  524     0   540  746  438  0  0 43 56  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  4 1680484 2440540   7268 359344    0  300     0   300  547  378  0  0 50 50  0  0
 0  5 220084 4982680   7268 359352    0  152     4   340 1995  932  1 13 43 43  0  0
