 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  2 990092 3584412   5480 371980    0 28152     0 28152 4716  914 22  5 50 23  0  0
 2  2 991848 3124708   5480 371984    0 1756     0  1756 2591  387 22  4 50 25  0  0
 2  2 993556 3315776   5480 371988    0 1708     0  1708 2575  433 21  4 50 25  0  0
 2  3 995676 3493116   5488 371996    0 2120     0  2452 2884  530 21  5 47 27  0  0
 2  2 997408 3054956   5488 372000    0 1732     0  1992 2720  462 22  4 42 33  0  0
 2  2 1076316 3294820   5488 372008    0 78836     0 78836 8418 2055 21  8 50 21  0  0
 2  2 1242348 3502176   5488 372012    0 166068     0 166068 16427 3879 21 11 51 17  0  0
 4  0 258748 4134364   5620 371888    0 295924   132 295924 6627 1011 32 17 50  1  0  0
 4  0 258748 3914484   5636 372020    0    0     8   244 4348  404 42  8 50  0  0  0
 4  0 258748 3656988   5636 372040    0    0     0     0 6120 4041 44  9 47  0  0  0
 4  0 273380 4055508   5636 372048    0 14584     0 14580 4399  431 42  9 50  0  0  0
 3  1 295104 3960484   5636 372052    0 21772     0 21776 3646  525 31  7 49 12  0  0
 3  1 295104 3336544   5636 372056    0    0     0     0 3472  478 33  5 50 12  0  0
 3  7 310464 3954192   5640 372056    0 15360     0 15388 3748  470 31  8 29 33  0  0
 3  1 419916 3438080   5644 372064    0 109452     0 109460 20524 3367 28  7 25 41  0  0
 5  1 625604 3698344   5644 372068    0 205688     0 205688 23628 4594 20 13 50 17  0  0
 2  4 759672 3269868   5648 372080    0 134068     0 134088 17257 3503 22  8 41 28  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  3 760000 3257900   5656 372084    0  328     4   332 3577  478 21  4 31 44  0  0
 2  2 761248 3456532   5920 372092    0 1248   264  1248 2513  386 21  5 50 25  0  0
 2  2 761248 3632480   5920 372100    0    0     0     0 2421  395 21  5 50 25  0  0
 2  2 761392 3795304   5920 372104    0  144     0   144 2473  402 21  5 49 25  0  0
 3  2 762268 3390040   5928 372112    0  876     0   896 3997 3110 23  5 34 38  0  0
 2  2 766744 3592340   5928 372116    0 4476     0  4476 3301 1209 21  5 49 25  0  0
 2  2 780592 3766112   5928 372120    0 13848     0 13848 3893  785 21  6 50 24  0  0
 3  2 780724 3343444   5928 372128    0  132     0   132 2524  386 22  4 50 25  0  0
 2  2 780724 3537632   5928 372132    0    0     0     0 2375  397 21  5 50 25  0  0
 2  3 782156 3169296   5936 372140    0 1432     0  1448 2534  465 18  8 30 44  0  0
 2  2 783912 2942944   5936 372144    0 1756     0  1756 2768  466 24  2 47 28  0  0
 2  2 791392 3330444   5936 372148    0 7480     0  7480 3318  565 23  3 50 25  0  0
 2  2 792172 3098908   5936 372156    0  780     0   780 2628  428 19  7 49 25  0  0
 2  2 792476 2906772   5936 372160    0  304     0   304 2524  371 23  2 50 25  0  0
 2  2 794244 3877428   5944 372168    0 1768     0  1784 2846  443 22  4 35 39  0  0
 4  0 891572 3477052   5944 372172    0 97260     0 97260 10471 2540 22  8 50 21  0  0
 2  2 929800 3052492   5944 372176    0 38296     0 38296 5912 1178 21  6 50 23  0  0
 2  2 968116 3859568   5944 372184    0 38316     0 38316 6308 1149 20  7 50 23  0  0
 2  2 968976 3445016   5944 372188    0  860     0   860 2637  385 22  4 49 25  0  0
 3  2 969640 3608080   5952 372200    0  664     0   716 4433 3947 23  5 34 37  0  0
 2  2 973504 3835340   5952 372204    0 3864     0  3864 3156  601 21  5 49 25  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  2 977752 3384688   5952 372208    0 4248     0  4248 3041  478 22  4 50 25  0  0
 2  2 978636 3562520   5952 372224    0  884     0  1080 2559  438 20  5 49 25  0  0
 2  2 985016 3774896   5952 372228    0 6380     0  6380 3340  530 21  5 50 25  0  0
 4  0 999020 3334412   5960 372240    0 13948     0 13984 4395  736 22  5 48 26  0  0
 2  2 1103760 3001448   5960 372244    0 104796     0 104796 14991 2675 22  8 50 21  0  0
 2  2 1132504 3834712   5960 372248    0 28744     0 28744 5730  934 19  8 50 24  0  0
 2  2 1139052 3429228   5960 372256    0 6548     0  6548 3491  507 20  6 50 25  0  0
 2  2 1139680 3048580   5960 372260    0  628     0   628 2625  399 20  5 50 25  0  0
 2  7 1139680 3860312   5964 372260    0    0     0    12 2258  282 19  6 22 53  0  0
 2  2 1142348 3540916   5968 372268    0 2668     0  2672 5500  714 21  4 28 47  0  0
 2  2 1148320 3721896   5968 372272    0 5972     0  5972 3428  517 21  5 50 25  0  0
 2  3 1151564 3271776   5976 372280    0 3244     0  3260 2824  409 22  4 47 27  0  0
 2  2 1155052 2944560   5976 372284    0 3488     0  3488 4945 4174 20  9 47 24  0  0
 2  2 1159020 3363816   5976 372288    0 3968     0  3968 3333  539 21  5 50 25  0  0
 2  2 1161204 3164768   5976 372296    0 2184     0  2184 2964  438 22  3 50 25  0  0
 2  2 1164676 3428456   5976 372300    0 3472     0  3472 2879  450 20  5 50 25  0  0
 2  4 1165944 3647552   5980 372308    0 1268     0  1280 2821  440 21  5 47 27  0  0
 2  2 1167828 3146644   5984 372312    0 1884     0  1888 3261  549 22  4 46 28  0  0
 2  2 1170088 3338928   5984 372316    0 2260     0  2260 2703  436 21  5 49 25  0  0
 2  2 1170832 3587208   5984 372328    0  744     0   744 2631  395 19  7 50 25  0  0
 2  2 1173816 3761148   5984 372332    0 2984     0  2984 2745  464 20  6 50 25  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  3 1176120 3404968   5992 372332    0 2304     0  2320 2703  409 21  5 47 27  0  0
 2  2 1179600 3636908   5992 372344    0 3480     0  3480 2897  477 20  6 48 26  0  0
 2  2 1183040 3214072   5992 372352    0 3440     0  3440 2894  482 22  4 49 25  0  0
 2  2 1186092 3441180   5992 372360    0 3052     0  3052 3035  488 19  7 49 25  0  0
 1  3 1188324 3168160   5992 372364    0 2232     0  2232 2384  491 14  4 49 32  0  0
 1  3 1190012 2974440   6000 372368    0 1688     0  1704 1767  434  9  4 50 37  0  0
 0  3 1190852 3404192   6000 372372    0  840     0   840 3179 3795  3  3 57 37  0  0
 0  3 1191524 3423552   6000 372376    0  672     0   692  844  457  0  1 62 37  0  0
 0  5 1194696 3436440   6000 372384    0 3172     0  3180 1539  593  0  1 61 38  0  0
 0  3 1199236 3448324   6008 372388    0 4540     0  4564 1822  681  0  1 61 38  0  0
 0  3 1208700 3465904   6012 372396    0 9464     4  9656 2302  827  0  1 62 37  0  0
