procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0 243280 3615048   5932 372140    0    0     0    20 4493  596 49  2 49  0  0  0
 4  0 243280 4430848   5932 372148    0    0     0     0 4448  484 48  2 50  0  0  0
 4  0 243280 4083224   5932 372156    0    0     0     0 4343  380 48  2 49  0  0  0
 4  0 243280 3627680   5932 372160    0    0     0     0 4382  428 48  3 49  0  0  0
 4  0 243280 4427408   5932 372168    0    0     0     0 4355  434 47  4 49  0  0  0
 6  0 243280 3527488   5940 372172    0    0     0    20 4666  824 47  5 48  0  0  0
 4  0 367696 4442532   5940 372176    0 124416     0 124416 6474 2491 45  7 48  0  0  0
 4  0 554372 4065948   5940 372184    0 515584     0 515584 5877 1080 36 14 49  0  0  0
 4  0 243280 4032160   5940 372192    0    0     0     0 4406  504 47  3 49  0  0  0
 4  0 243280 3813024   5940 372192    0    0     0     0 4377  389 48  3 50  0  0  0
 4  0 243280 3691468   5948 372204    0    0     0    20 4371  434 49  2 49  0  0  0
 4  0 243280 4714364   5948 372204    0    0     0     0 4478  542 49  2 49  0  0  0
 4  0 243280 3730864   5948 372208    0    0     0     0 4368  388 49  2 49  0  0  0
 4  0 243280 3919004   5948 372220    0    0     0     0 4374  421 49  2 49  0  0  0
 4  0 243280 4209592   5948 372220    0    0     0     0 4441  421 49  2 49  0  0  0
 3  1 277076 3215824   5956 372228    0 33796     0 33816 4354  460 46  3 49  3  0  0
 3  1 277076 4252112   5956 372232    0    0     0     0 3752  548 36  2 50 12  0  0
 4  0 599396 3549148   5956 372240    0 322264     0 322264 5102  931 37  9 49  5  0  0
 3  1 825940 3377116   5956 372248    0 226600     0 226600 4914  949 37  7 49  7  0  0
 3  1 863316 3889116   5956 372256    0 37376     0 37376 3850  599 36  3 50 12  0  0
 5  6 863316 3098588   5960 372256    0    0     0    16 3771  942 37  2 29 32  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  2 430164 4565176   5976 372256    0 206848     4 207072 18537 5593 26  4 22 48  0  0
 0  2 430164 4578140   5976 372264    0    0     0     0  543  400  0  0 87 12  0  0
 0  2 430164 4592096   5976 372272    0    0     0     0  501  385  0  1 87 12  0  0
 1  1 431876 4597548   5976 372280    0 1668     0  1668  583  471  0  1 87 12  0  0
 1  0 728388 4603040   5976 372284    0 296480     0 296508 2678  940  0  8 87  5  0  0
 1  1 290032 5198304   5984 372292    0 154968     4 154988 2329  854  0  7 84  9  0  0
