procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0 218704 5477216   4716 342040    0   60   143    91  335    0  0  0 99  0  0  0
 0  0 218704 5476952   4716 342476    0    0     0     0  414  343  0  0 100  0  0  0
 0  0 218704 5476724   4716 342480    0    0     0     0 1272  610  1  1 98  0  0  0
 0  1 218704 5475464   4724 342484    0    0     4    56 1073  644  0  1 99  0  0  0
 4  0 218704 4659072   5268 371712    0    0 12352     0 4401  784 39  4 55  1  0  0
 4  0 218704 3652516   5268 371724    0    0     0     0 4362  386 48  3 50  0  0  0
 4  0 218704 5066832   5268 371728    0    0     0     0 4358  395 48  3 49  0  0  0
 4  0 218704 4152752   5268 371732    0    0     0     0 4834  628 49  3 48  0  0  0
 4  0 218704 3123444   5276 371788    0    0     0    52 4881  913 49  3 48  0  0  0
 4  0 659048 3772640   5276 371792    0 440312     0 440312 6430  943 39 12 49  0  0  0
 3  2 805460 3247108   5280 371800    0 146444     4 146444 4352  601 37  4 50  9  0  0
 3  2 805460 4485928   5280 371804    0    0     0     0 3655  490 36  2 50 12  0  0
 3  2 805460 3781820   5280 371808    0    0     0     0 3449  439 36  2 50 12  0  0
 3  6 825940 3003580   5548 371808    0 20480   264 20496 3413  320 36  2 16 46  0  0
 4  0 318460 3610348   5552 371832    0 32764     0 32768 9421 2846 37  3 34 26  0  0
 4  0 226896 4629004   5552 371836    0    0     0     0 4571  525 48  3 49  0  0  0
 5  0 226896 3657852   5560 371836    0    0     0    20 4281  344 48  2 50  0  0  0
 4  0 226896 4458648   5560 371848    0    0     0     0 4377  421 49  2 49  0  0  0
 4  0 226896 4157052   5560 371852    0    0     0     0 4435  523 49  2 49  0  0  0
 4  0 226896 3709344   5560 371860    0    0     0     0 4354  388 48  2 50  0  0  0
 4  0 226896 4539820   5560 371864    0    0     0     0 4414  436 48  2 49  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0 226896 3554340   5568 371868    0    0     0    20 4397  407 48  2 49  0  0  0
 4  0 226896 4861368   5568 371880    0    0     0     0 4346  404 47  3 49  0  0  0
 4  0 226896 3616980   5568 371880    0    0     0     0 4394  445 45  6 49  0  0  0
 4  0 226896 3524632   5568 371892    0    0     0    44 4340  414 46  5 50  0  0  0
 4  0 226896 4077384   5576 371892    0    0     8   420 4455  520 44  6 49  0  0  0
 6  0 226896 3281372   5584 371892    0    0     0    44 4386  396 49  2 49  0  0  0
 6  0 226896 4355184   5584 371908    0    0     0     0 4703  915 50  2 48  0  0  0
 4  0 226896 3658316   5584 371912    0    0     0     0 5782 2744 49  3 48  0  0  0
 4  0 226896 3562108   5588 371916    0    0     4   188 4386  433 49  2 49  0  0  0
 4  0 226896 4684208   5588 371932    0    0     0    72 4411  452 49  2 49  0  0  0
 4  0 226896 3683092   5596 371932    0    0     0    40 4452  431 48  2 49  0  0  0
 4  0 226896 3901096   5596 371940    0    0     0     0 4470  464 49  2 49  0  0  0
 4  0 226896 4175968   5596 371952    0    0     0     0 4393  454 49  2 49  0  0  0
 4  0 226896 3765848   5596 371956    0    0     0     4 4357  410 48  2 49  0  0  0
 4  0 698044 4141660   5596 371964    0 471080     0 471080 6415  947 39 11 49  0  0  0
 3  3 858708 4047076   5600 371964    0 160732     0 160756 4468  641 36  5 49  9  0  0
 4  1 243280 4036480   5604 371976    0 8188     0  8192 13877 1367 44  4 33 19  0  0
 3  1 265300 3813556   5604 371980    0 22020     0 22020 3690  429 40  2 49  9  0  0
 3  3 265300 3642768   5608 371988    0    0     0    16 3608  452 36  2 42 20  0  0
 3  2 297044 3574860   5612 371992    0 31744     0 31748 10682 4026 37  2 25 36  0  0
 3  1 297044 4095840   5612 372004    0    0     0     0 3479  448 36  2 38 24  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  1 485460 3364640   5744 371876    0 188416   132 188416 4708  736 37  6 50  8  0  0
 3  1 537684 3865072   5752 372016    0 52224     0 52248 3893  582 37  3 34 27  0  0
 4  0 825204 3884316   5752 372024    0 287480     0 287480 5413  899 37  8 49  6  0  0
 4  0 243280 3648932   5752 372028    0 58116     0 58116 4718  579 44  6 49  1  0  0
 2  2 323160 3608508   5752 372036    0 79880     0 79880 3501  591 30  3 49 17  0  0
 2  2 324248 3301364   5752 372040    0 1088     0  1088 2982  576 23  2 50 25  0  0
 5  0 353448 2886840   5760 372040    0 29196     0 29216 4025  655 25  2 47 26  0  0
 2  2 503400 3267516   5760 372052    0 149956     0 149956 16273 3037 25  6 51 18  0  0
 4  0 720892 3481200   5760 372056    0 217424     0 217424 22881 4281 25  8 50 16  0  0
 5  1 940612 3017732   5760 372064    0 219788     0 219788 28113 4921 24 10 49 17  0  0
 2  2 1067096 3368428   5760 372068    0 126484     0 126484 16946 3197 25  5 49 20  0  0
 4  1 1271244 3139676   5768 372068    0 204148     0 204168 24275 5508 26  8 49 17  0  0
 4  0 762576 4113996   5768 372080    0 252036     0 252036 20534 5708 26 13 48 13  0  0
 4  0 243280 4293144   5768 372084    0    0     0     0 4360  526 46  4 49  0  0  0
 4  0 243280 3341360   5772 372084    0    0     4   224 4420  455 48  3 49  0  0  0
 4  0 243280 4393244   5772 372104    0    0     0     0 4396  434 49  2 49  0  0  0
 5  0 243280 3682084   5780 372108    0    0     0    40 4403  429 49  2 49  0  0  0
 4  0 243280 3932980   5924 372116    0    0   144     0 4442  450 49  2 49  0  0  0
 4  0 243280 4199916   5924 372120    0    0     0     0 4435  436 49  2 49  0  0  0
 4  0 243280 3749356   5924 372132    0    0     0     0 4448  432 49  2 49  0  0  0
 4  0 243280 4529140   5924 372136    0    0     0     0 4413  414 48  2 49  0  0  0
