 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 220220 4349712   6052 374704    0    0     0     0 4345  342 41 10 50  0  0  0
 4  0 220220 4082412   6052 374712    0    0     0     0 4335  352 42  9 50  0  0  0
 5  0 220220 3852164   6060 374720    0    0     0    16 4339  337 41  9 49  0  0  0
 4  0 220220 4244472   6060 374724    0    0     0     0 4326  338 42  9 49  0  0  0
 4  0 220220 3959852   6060 374732    0    0     0     0 4305  329 43  8 50  0  0  0
 5  0 220220 4361204   6060 374736    0    0     0     0 4294  359 40 10 50  0  0  0
 4  0 220220 4200420   6192 374612    0    0   132     0 4323  355 39 11 49  0  0  0
 4  0 220220 3982696   6200 374748    0    0     0    20 4396  356 40 11 49  0  0  0
 4  0 220220 4415696   6200 374752    0    0     0     0 6191 3521 42 12 46  0  0  0
 4  0 220220 4165548   6200 374760    0    0     0     0 4325  352 42  8 49  0  0  0
 4  0 220220 3896224   6200 374764    0    0     0     0 4267  331 42  8 50  0  0  0
 4  0 220220 4275848   6200 374772    0    0     0     0 4291  324 42  9 49  0  0  0
 4  0 220220 3997480   6208 374776    0    0     0    16 4286  314 43  8 50  0  0  0
 4  0 220220 3755404   6352 374780    0    0   144     0 4343  341 40 10 50  0  0  0
 4  0 220220 4245684   6352 374788    0    0     0     0 4307  316 40 11 50  0  0  0
 4  0 220220 4026592   6352 374792    0    0     0     0 4279  327 42  9 50  0  0  0
 4  0 220220 3801192   6352 374800    0    0     0     0 4269  294 41  9 50  0  0  0
 4  0 719016 4078888   6360 374804    0 498720     0 498736 6706  910 33 18 49  0  0  0
 4  0 220220 4201000   6360 374808    0 141280     0 141280 5512  504 38 12 50  0  0  0
 4  0 220220 3951248   6360 374816    0    0     0     0 4343  347 42  9 49  0  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 220220 4362224   6360 374820    0    0     0     0 4311  357 42  9 50  0  0  0
 4  0 220220 4144840   6360 374828    0    0     0   240 4412  357 42  8 50  0  0  0
 4  0 220220 4419280   6368 374844    0    0     0    36 4316  360 42  9 50  0  0  0
 4  0 220220 4273284   6368 374848    0    0     0     0 6308 3957 43 10 47  0  0  0
 4  0 220220 4081084   6368 374856    0    0     0     0 4356  348 42  9 49  0  0  0
 4  0 323328 3897684   6368 374864    0 103040     0 103040 4773  439 40 11 50  0  0  0
 4  0 244012 4446024   6368 374872    0 536960     0 536960 6507  758 31 20 50  0  0  0
 4  0 220220 4273072   6376 374876    0    0     0    16 4352  370 42  9 50  0  0  0
 4  0 220220 4018444   6376 374880    0    0     0     0 4412  440 43  9 49  0  0  0
 4  0 220220 4931280   6376 374888    0    0     0     0 4401  399 41  9 50  0  0  0
 4  0 220220 4170840   6376 374892    0    0     0     0 4330  342 44  7 50  0  0  0
 4  0 220220 3394108   6376 374900    0    0     0     0 4433  343 40 11 49  0  0  0
 4  0 220220 4510352   6384 374904    0    0     0    20 4359  377 41 10 50  0  0  0
 4  0 220220 3922800   6384 374912    0    0     0     0 4356  322 43  7 50  0  0  0
 4  0 220220 3746900   6384 374916    0    0     0     0 4377  344 41  9 49  0  0  0
 4  0 220220 4201556   6384 374920    0    0     0     0 4411  373 40 10 50  0  0  0
 4  0 220220 4547144   6384 374928    0    0     0     0 4467  362 41  9 49  0  0  0
 4  0 220220 3680488   6392 374932    0    0     0    16 4365  352 43  8 49  0  0  0
 4  0 220220 4142280   6392 374956    0    0     0     0 5490 2775 44  9 47  0  0  0
 4  0 220220 3896508   6392 374960    0    0     0     0 4335  334 42  8 49  0  0  0
 4  0 220220 3683184   6392 374964    0    0     0     0 4341  362 42  9 50  0  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 220220 4641992   6392 374972    0    0     0     0 4320  363 41  9 50  0  0  0
 4  0 220220 3866824   6400 374980    0    0     0    16 4345  365 43  8 49  0  0  0
 4  0 220220 3566556   6400 374988    0    0     0     0 4371  337 41 10 49  0  0  0
 4  0 220220 4615264   6400 374996    0    0     0     0 4345  384 40 11 50  0  0  0
 4  0 220220 3755828   6400 375000    0    0     0     0 4331  384 43  8 50  0  0  0
 4  0 717584 3080580   6400 375008    0 497288     0 497288 6430  634 34 16 49  0  0  0
 4  0 220220 4811016   6408 375012    0 142712     0 142728 4998  549 36 15 49  0  0  0
 4  0 220220 3903712   6408 375020    0    0     0     0 4332  314 43  8 50  0  0  0
