procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 220084 3651220   5928 358308    0    0     0     0 4368  413 49  2 49  0  0  0
 4  0 220084 2881100   5928 358308    0    0     0     0 4386  416 49  2 49  0  0  0
 8  0 220084 3737536   5928 358308    0    0     0     0 4386  429 47  3 50  0  0  0
 4  0 220084 3411488   5940 358312    0    0     4   404 4500  441 47  3 50  0  0  0
 4  0 220084 3029188   5940 358324    0    0     0     0 5686 2712 48  4 48  0  0  0
 4  0 220084 3948808   5940 358328    0    0     0     0 4390  446 48  3 49  0  0  0
 4  0 220084 2903572   5940 358336    0    0     0     0 4381  425 48  2 49  0  0  0
 4  0 220084 4338720   5940 358340    0    0     0     0 4398  471 48  2 49  0  0  0
 4  0 220084 3363368   5956 358356    0    0     8   276 4386  463 49  2 49  0  0  0
 4  0 220084 2970108   5956 358364    0    0     0     0 4392  491 48  2 49  0  0  0
 4  0 220084 3826532   5956 358368    0    0     0     0 4387  426 48  2 50  0  0  0
 4  0 220084 3377308   5956 358376    0    0     0     0 4393  447 48  2 49  0  0  0
 4  0 220084 4203780   5956 358380    0    0     0     0 4450  468 49  2 49  0  0  0
 4  0 220084 3257352   5964 358384    0    0     0    28 4411  471 49  2 49  0  0  0
 4  0 235920 3456040   5964 358392    0 15784     0 15784 4431  480 48  3 49  0  0  0
 4  0 736152 3362768   5964 358396    0 500236     0 500236 6402  636 35 15 49  0  0  0
 4  0 220084 3663388   5964 358404    0 123980     0 123980 4915  563 41  9 49  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0 220084 3526932   5964 358412    0    0     0     0 4409  446 47  3 49  0  0  0
 4  0 220084 3629472   5964 358420    0    0     0     0 4457  451 48  3 49  0  0  0
 4  0 220084 3907772   5972 358428    0    0     0    16 5769 2738 50  3 47  0  0  0
 4  0 220084 3658452   5972 358432    0    0     0     0 4344  390 49  2 50  0  0  0
 4  0 225716 3283288   5972 358440    0 5632     0  5632 4417  460 48  2 49  0  0  0
 4  0 827688 3128948   5972 358444    0 601892     0 601892 5830 1129 36 14 49  0  0  0
 4  0 220084 3367992   5972 358448    0 32476     0 32476 4814  569 46  5 49  0  0  0
 3  1 311736 3023196   5980 358456    0 91652     0 91668 4597  532 45  4 49  2  0  0
 3  1 311736 3474544   5980 358460    0    0     0     0 3788  544 37  2 49 12  0  0
 3  1 665016 3379240   5980 358468    0 353280     0 353280 5833 1008 36 10 49  5  0  0
 4  0 258028 3173836   5980 358472    0 195068     0 195068 5245  894 37  9 49  5  0  0
 3  1 247736 3474832   6112 358476    0 24580   132 24580 4315  513 44  5 49  1  0  0
 3  6 247736 2800760   6116 358476    0    0     0    16 3606  614 34  4 20 43  0  0
 2  2 403188 2429016   6396 358484    0 155452   268 155516 21320 5405 36  3 31 31  0  0
 4  1 474708 3191016   6396 358488    0 71520     0 71520 11640 2014 24  6 48 22  0  0
 2  2 619796 2672100   6396 358496    0 145084     0 145084 18380 3509 25  7 49 19  0  0
 1  3 823028 2846628   6396 358500    0 203236     0 203236 28955 6530 21  8 49 22  0  0
 1  3 925664 2626564   6396 358504    0 102636     0 102636 19221 5564 13  6 49 33  0  0
 1  3 936728 2367424   6408 358508    0 11064     4 11276 3702 1165 13  2 49 37  0  0
 1  3 944272 2747212   6408 358524    0 7544     0  7544 3074  859 12  1 49 37  0  0
 1  3 1071216 2490712   6408 358532    0 126944     0 126944 22052 6880 13  6 50 32  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  3 1196728 2821208   6408 358540    0 125512     0 125512 21654 6635 13  7 49 31  0  0
 1  3 1360080 2605988   6408 358544    0 163352     0 163352 27812 8238 13  8 50 30  0  0
 2  2 1505096 2343592   6416 358548    0 144896     0 144912 24731 7540 13  8 49 30  0  0
 2  2 1044588 3186264   6416 358560    0 179612     0 179612 25595 5597 19 11 49 21  0  0
 4  1 1181520 2705352   6416 358568    0 136880     0 136880 16795 3304 25  6 49 20  0  0
 2  2 1273860 2888384   6416 358572    0 217708     0 217708 22346 4236 25 10 49 16  0  0
 5  0 672640 3310400   6416 358572    0 271200     0 271200 26053 4907 24 14 47 14  0  0
 3  1 523192 2843680   6416 358584    0 132816     0 132816 5448 3110 37  6 48 10  0  0
 5  6 523192 3335836   6420 358584    0    0     0    12 3530  404 36  2 22 40  0  0
 3  1 738744 3152168   6424 358588    0 215552     0 215556 5203  853 36  6 47 10  0  0
 4  0 223156 3600912   6424 358596    0 124412     0 124412 5119  707 42  8 49  1  0  0
 4  0 223156 2844000   6424 358600    0    0     0     0 4375  447 49  2 49  0  0  0
 4  0 223156 3881472   6424 358604    0    0     0     0 4432  465 49  2 49  0  0  0
 4  0 223156 3528712   6432 358612    0    0     0    16 4410  416 49  2 49  0  0  0
 4  0 223156 2622740   6432 358616    0    0     0     0 4429  424 48  3 49  0  0  0
 4  0 223156 3698132   6432 358624    0    0     0     0 4404  505 49  2 49  0  0  0
 4  0 223156 3544344   6432 358628    0    0     0     0 4366  450 49  2 49  0  0  0
 4  0 223156 3697692   6432 358636    0    0     0     0 4339  427 48  2 49  0  0  0
 4  0 223156 2945084   6440 358640    0    0     0    16 4381  403 48  3 49  0  0  0
 4  0 223156 2793280   6440 358644    0    0     0     0 4415  429 49  2 49  0  0  0
 4  0 223156 3807080   6744 358656    0    0   312     0 4474  614 49  2 50  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0 223156 3394412   6744 358668    0    0     0     0 5769 3231 50  3 47  0  0  0
 4  0 223156 4170636   6744 358676    0    0     0    28 4741 1047 49  2 49  0  0  0
 4  0 223156 3212172   6752 358684    0    0     0    16 4449  435 48  2 49  0  0  0
 4  0 223156 4008376   6752 358684    0    0     0     0 4384  458 48  2 49  0  0  0
 4  0 223156 3668180   6752 358692    0    0     0     0 4405  391 48  2 49  0  0  0
 2  1 359220 3909332   6752 358692    0 135956     0 135956 17501 4159 20  7 63 10  0  0
 1  2 581092 3913452   6752 358700    0 221980     0 221980 27319 5099  0  9 74 17  0  0
 1  0 624392 4197924   6760 358700    0 313028     0 313264 21705 4133  0 11 76 13  0  0
 0  1 694204 4209572   6760 358704    0 69940     0 69940 1301  638  0  2 87 11  0  0
 0  1 712636 4213800   6760 358708    0 18432     0 18432  845  554  0  1 87 12  0  0
 0  2 236472 4759340   6760 358720    0    0     4     0 1715 1123  1  4 80 16  0  0
