 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  5 1202228 2267552   6136 358592    0    0   140    48 2679  473 24  2 37 38  0  0
 2  2 769232 2526392   6144 358608    0 207004     4 207188 6011 1267 26 11 47 16  0  0
 2  2 865660 2497224   6144 358616    0 96428     0 96428 12741 2418 24  5 50 21  0  0
 3  1 940540 2317420   6144 358620    0 74876     0 74876 9274 2084 20  8 50 22  0  0
 3  1 556592 3033976   6144 358628    0 256056     0 256056 16419 2840 26 13 49 12  0  0
 3  6 556592 2477796   6152 358624    0    0     4    28 3789  452 35  5 42 19  0  0
 2  3 559988 2716604   6428 358636    0 3396   264  3416 22267 6097 30  2 32 36  0  0
 2  2 560616 2626244   6428 358640    0  628     0   628 2486  399 24  2 49 26  0  0
 2  2 561200 2286276   6428 358648    0  584     0   584 2747  796 25  2 49 24  0  0
 2  2 561200 2670724   6428 358652    0    0     0     0 2403  394 24  2 50 25  0  0
 4  2 562264 2574920   6428 358656    0 1064     0  1064 2636  435 24  2 50 25  0  0
 2  2 565348 2267304   6428 358664    0 3084     0  3084 2921  432 24  2 50 25  0  0
 5  0 698812 2705576   6436 358660    0 133308     0 133324 15481 3223 24  7 49 19  0  0
 5  1 813648 2537640   6436 358680    0 114936     0 114936 14104 2647 25  5 49 21  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  3 979696 2266548   6436 358684    0 166104     0 166104 25569 6973 16  8 49 26  0  0
 1  3 1078412 2264536   6436 358692    0 98716     0 98716 18805 5328 12  6 50 33  0  0
 0  4 1082784 2264036   6436 358700    0 4372     0  4372 2019  567  9  1 50 41  0  0
 1  4 1084640 2263284   6444 358704    0 1856     0  1872 1431  714  0  1 44 55  0  0
 0  4 1085040 2258432   6444 358712    0  400     0   400 2489 3261  2  1 48 49  0  0
 0  4 1087176 2258432   6444 358716    0 2136     0  2136 1248  528  0  1 50 49  0  0
 0  4 1097684 2258432   6444 358720    0 10508     0 10556 2917 1164  0  1 50 49  0  0
 0  4 1107220 2258432   6444 358724    0 9536     0  9536 2783 1227  0  1 49 49  0  0
 0  4 1115920 2258432   6452 358732    0 8700     0  8716 2192  991  0  1 50 49  0  0
 0  4 1118564 2258432   6452 358740    0 2644     0  2644 1107  558  0  1 49 49  0  0
 0  4 1119648 2258432   6452 358744    0 1084     0  1084  875  470  0  1 50 50  0  0
 1  4 1124824 2258432   6456 358744    0 5176     4  5320 1607  846  0  1 50 49  0  0
 0  4 1235900 2258432   6460 358764    0 111064     4 111080 21305 11868  0  6 50 44  0  0
 0  4 1372920 2258432   6468 358760    0 137032     0 137072 23418 10316  0  8 52 41  0  0
 0  4 1509388 2257928   6468 358776    0 136468     0 136468 23275 10409  0  8 52 40  0  0
 1  3 1028708 2252144   6468 358780    0 159320     0 159320 28636 8756  8 11 50 31  0  0
 1  3 1040472 2717492   6468 358784    0 11764     0 11764 3348  780 12  4 58 26  0  0
 1  3 1048896 2234084   6468 358792    0 8424     0  8424 2882  669 12  2 62 24  0  0
 2  3 1057056 2235380   6780 358800    0 8160   312  8176 2696  807 12  2 53 33  0  0
 1  3 1058840 2636536   6780 358812    0 1784     0  1784 3179 2931 14  1 62 23  0  0
 1  3 1061208 2233868   6780 358816    0 2368     0  2368 1896  429 12  1 62 25  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  3 1071308 2306756   6780 358824    0 10100     0 10100 3004  697  9  5 62 24  0  0
 1  3 1165328 2206276   6780 358828    0 94020     0 94020 12350 3093 12  5 62 21  0  0
 1  3 1338420 2207232   6788 358828    0 173092     0 173108 22076 5098  8 12 62 18  0  0
 1  3 1345284 2403924   6788 358848    0 6864     0  6864 2517  615 11  2 62 25  0  0
 1  3 1351012 2206312   6788 358852    0 5728     0  5728 2558  571 12  1 62 25  0  0
 1  3 1370292 2257260   6788 358852    0 19280     0 19280 4025  946 12  2 62 24  0  0
 1  3 1542524 2748260   6788 358852    0 172232     0 172232 21700 5093 13  8 62 18  0  0
 4  1 1706444 2217324   6796 358860    0 163920     0 163936 20978 4928 12  7 62 18  0  0
 1  3 1754272 2272908   6796 358868    0 47828     0 47828 7200 1751 12  4 62 23  0  0
 2  3 1304608 2717544   6796 358880    0 190336     0 190336 24126 5314 13 11 58 18  0  0
 2  3 1441040 2190576   6796 358884    0 136432     0 136432 25294 7551 12  8 49 31  0  0
 1  3 1590604 2451564   6796 358892    0 149544     0 149544 26556 7624 12  8 49 30  0  0
 4  1 495304 3157496   6804 358896    0 184720     0 184736 20850 5424 16 15 49 20  0  0
 4  0 589436 2188080   6804 358900    0 94052     0 94052 5564 2841 36  6 48  9  0  0
 4  0 849556 2861112   6804 358904    0 260152     0 260152 5803  992 35 11 47  6  0  0
 4  0 264236 2805028   6804 358908    0 54728     0 54728 5020 1004 44  7 49  1  0  0
 3  1 585264 2762060   6804 358916    0 321028     0 321028 5415  723 34 13 49  4  0  0
 3  6 585264 2998896   6808 358920    0    0     0    16 3463  360 35  2 32 30  0  0
 0  2 877172 3361048   6812 358916    0 291908     0 291932 15737 3595 17  9 53 21  0  0
 2  0 661644 4193896   6812 361808    0 120340     0 120340 8030 2393  0 12 75 12  0  0
