procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0  18052 5298020   4148 333340    0  102   144   134  340    0  0  0 99  0  0  0
 0  0  18052 5295884   4308 333904    0    0   316     0 1128  542  0  1 98  0  0  0
 1  0  18052 5295812   4312 333908    0    0     4     0  636  493  1  0 99  0  0  0
 1  0  18052 5296000   4320 334400    0    0     4    60  879  645  0  1 99  0  0  0
 4  0  18052 4396868   4864 363640    0    0 12352     0 4597  703 44  3 53  0  0  0
 4  0  18052 3404932   4864 363644    0    0     0     0 4433  445 48  3 49  0  0  0
 6  0  18052 4810348   4864 363652    0    0     0     0 4858  684 48  4 48  0  0  0
 4  0  18052 3855352   4864 363656    0    0     0     0 4490  432 48  2 49  0  0  0
 4  0  18052 2812932   4872 363656    0    0     0    48 4748  719 49  3 49  0  0  0
 4  0  18052 4267484   4872 363656    0    0     0     0 4433  423 48  2 50  0  0  0
 4  0  18052 3268360   4872 363676    0    0     0     0 4343  370 48  2 50  0  0  0
 4  0  18052 4627084   4872 363676    0    0     0     0 4372  410 48  2 49  0  0  0
 4  0  18052 3745304   4872 365160    0    0     4     0 6080 3209 51  3 47  0  0  0
 4  0  18052 3358208   4880 365164    0    0     0    16 4628  460 48  2 11 38  0  0
 3  1  42632 3414596   4880 365172    0 24580     0 24580 4249  465 40  4 49  8  0  0
 3  1  42632 2882648   4880 365180    0    0     0     0 3765  506 37  1 49 12  0  0
 3  1  57992 4031576   4880 365184    0 15360     0 15360 3566  451 37  2 50 12  0  0
 3  1 245384 3378892   4880 365188    0 187392     0 187392 4953  764 36  6 49  8  0  0
 3  1 374920 3873096   4888 365196    0 129536     0 129552 4627  758 35  6 49 10  0  0
 3  1 391304 3395520   4888 365196    0 16384     0 16384 3707  523 37  2 49 12  0  0
 3  1 428680 2870268   4888 365208    0 37376     0 37376 4018  566 37  2 50 11  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  1 470664 3968248   4888 365212    0 41984     0 41984 4158  609 37  3 49 11  0  0
 3  1 583816 3285716   4888 365216    0 113152     0 113152 4379  652 37  4 50 10  0  0
 3  1 642184 4359900   4896 365228    0 58368     0 58384 4331  748 36  4 47 13  0  0
 3  1 657544 3651064   4896 365228    0 15360     0 15360 3537  449 36  2 50 12  0  0
 3  1 657544 2843900   4896 365236    0    0     0     0 3399  380 36  2 50 12  0  0
 3  1 657544 3902088   4896 365240    0    0     0     0 3356  372 36  2 50 12  0  0
 3  1 657544 3173264   4896 365244    0    0     0     0 5066 3083 38  3 47 12  0  0
 7  2  42632 4282136   4912 365248    0 25088     8 25408 3918  584 35  5 38 22  0  0
 3  2  42632 3567160   4912 365256    0    0     0     0 3638  425 36  1 37 25  0  0
 3  3  57992 3356216   4916 365256    0 15360     4 15360 3702  490 36  2 37 24  0  0
 4  0 305148 3906024   5044 365268    0 247084   128 247328 5317 1004 36  8 46 10  0  0
 4  0 409984 3126872   5044 365268    0 104864     0 104864 4249  603 37  4 49 10  0  0
 4  0  18052 4726644   5052 365268    0 248112     0 248156 5227  793 39 10 48  4  0  0
 4  0  18052 3782860   5056 365296    0    0     4   208 4361  359 49  2 49  0  0  0
 4  0  18052 3944472   5056 365300    0    0     0     0 4348  365 48  2 49  0  0  0
 4  0 574924 3843648   5056 365304    0 556800     0 556800 6869  995 37 13 49  0  0  0
 4  0  18052 3484096   5056 365304    0 83200     0 83200 4790  564 44  6 49  0  0  0
 4  0  18052 4257680   5056 365312    0    0     0     0 4377  424 48  2 49  0  0  0
 4  0 175672 3362892   5064 365324    0 157560     0 157592 5060  581 45  5 49  0  0  0
 4  0  18052 4418576   5064 365328    0 482440     0 482440 6578  984 36 14 49  0  0  0
 4  0  18052 4097848   5064 365340    0    0     0     0 4384  358 47  4 49  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0  18052 3131436   5064 365344    0    0     0     0 5874 2701 49  5 47  0  0  0
 4  0  18052 3971748   5064 365352    0    0     0     0 4422  478 47  4 49  0  0  0
 4  0  18052 3674836   5072 365352    0    0     0    24 4414  423 47  3 49  0  0  0
 4  0 182732 3920072   5072 365364    0 164604     0 164600 5034  566 45  5 49  0  0  0
 4  0  18052 4379140   5072 365372    0 475396     0 475400 6446  945 37 13 49  0  0  0
 4  0  18052 3348856   5216 365232    0    0   144     0 4429  397 48  2 50  0  0  0
 4  0 508580 3135864   5216 365380    0 490440     0 490440 6432  821 39 11 49  0  0  0
 4  0  18052 4093628   5224 365380    0 149560     0 149576 5043  631 43  7 49  0  0  0
 4  0  18052 3724740   5224 365388    0    0     0     0 4351  365 48  2 49  0  0  0
 4  0  18052 4542900   5224 365396    0    0     0     0 4541  646 49  2 49  0  0  0
 4  0  18052 3586472   5224 365404    0    0     0     0 4398  369 49  2 49  0  0  0
 4  0  18052 2850204   5496 365408    0    0   272     0 4412  401 48  3 50  0  0  0
 4  0  18052 3969524   5504 365404    0    0     0    16 4375  385 49  2 50  0  0  0
 4  0  18052 3237444   5504 365420    0    0     0     0 4348  402 48  3 50  0  0  0
