 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0 218444 5395444   4696 346156    0   55   143    87  335    0  0  0 99  0  0  0
 0  0 218444 5394872   4840 346356    0    0   144     0  506  366  0  0 100  0  0  0
 0  0 218444 5394368   4848 346360    0    0     0    72  469  369  0  0 99  0  0  0
 0  1 218444 5392604   4848 346372    0    0     4     0 1086  616  1  1 98  0  0  0
 4  0 218444 4524372   5392 375616    0    0 12352     0 5026 1000 43  5 52  0  0  0
 4  0 218444 3600040   5392 375624    0    0     0     0 4370  349 46  5 50  0  0  0
 4  0 218444 4485392   5392 375628    0    0     0     0 4380  372 46  5 50  0  0  0
 4  0 218444 4182304   5400 375624    0    0     0    52 4349  338 45  5 50  0  0  0
 4  0 218444 3242500   5400 375688    0    0     0     0 4894  656 47  4 48  0  0  0
 4  0 307900 4179348   5400 375692    0 89300     0 89300 5213  842 45  7 49  0  0  0
 4  0 553068 3736116   5400 375700    0 550700     0 550700 6658  971 36 14 49  0  0  0
 5  0 333204 3727800   5400 375704    0 114704     0 114704 4871  486 45  6 50  0  0  0
 4  0 432464 3628672   5408 375708    0 99244     0 99264 4328  634 37  4 48 11  0  0
 3  1 812880 3566644   5408 375716    0 380488     0 380488 5947  903 36 11 49  3  0  0
 4  0 218444 4033632   5408 375716    0 45564     0 45564 4542  671 37  7 50  6  0  0
 5  0 218444 3248900   5408 375728    0    0     0     0 6017 3589 51  2 47  0  0  0
 4  0 218444 3767524   5408 375732    0    0     0     0 4356  381 49  2 49  0  0  0
 4  0 218444 4317244   5416 375736    0    0     0    20 4359  360 48  3 50  0  0  0
 4  0 218444 3924300   5416 375744    0    0     0     0 4339  364 47  3 50  0  0  0
 4  0 218444 3608660   5416 375748    0    0     0     0 4320  314 47  3 50  0  0  0
 4  0 218444 3881252   5416 375760    0    0     0     0 4262  354 47  3 50  0  0  0
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 706876 3660976   5416 375764    0 488384     0 488384 6378  755 39 12 50  0  0  0
 4  0 218444 4629820   5424 375768    0 151616     0 151636 5067  568 42  9 50  0  0  0
 4  0 218444 3622204   5424 375776    0    0     0     0 4395  304 48  2 50  0  0  0
 4  0 218444 3870504   5424 375780    0    0     0     0 4368  361 48  2 49  0  0  0
 4  0 218444 4105496   5424 375788    0    0     0     0 4395  349 48  2 50  0  0  0
 4  0 218444 3681632   5424 375792    0    0     0     0 4371  344 48  2 50  0  0  0
 4  0 218444 4048224   5432 375788    0    0     0    20 4342  337 47  3 50  0  0  0
 4  0 218444 3301340   5432 375804    0    0     0   400 4512  409 49  2 49  0  0  0
 4  0 218444 4349916   5432 375808    0    0     0     0 4379  376 49  2 50  0  0  0
 4  0 218444 3969644   5432 375816    0    0     0     0 6154 3930 50  4 46  0  0  0
 4  0 218444 3587668   5432 375820    0    0     0     0 4338  331 46  4 50  0  0  0
 4  0 218444 3824624   5440 375828    0    0     0    28 4381  352 45  5 49  0  0  0
 4  0 218444 3557240   5440 375836    0    0     0   216 4331  344 46  5 49  0  0  0
 4  0 218444 4451072   5440 375848    0    0     0     0 4372  372 47  4 50  0  0  0
 4  0 218444 4113152   5440 375856    0    0     0     0 4306  342 48  2 50  0  0  0
 4  0 218444 3072768   5440 375860    0    0     0     0 4307  305 49  2 50  0  0  0
 4  0 218444 3953332   5448 375856    0    0     0    40 4354  335 47  3 50  0  0  0
 4  0 218444 3602476   5448 375872    0    0     0     4 4343  361 47  4 50  0  0  0
